timestamp,depth,temp,cond,salinity,density,soundvel
2026-05-02 09:57:27.171,2.716,28.124,4.211,32.491,1020.592,1534.983
2026-05-02 09:57:28.157,2.843,28.083,4.217,32.469,1020.61,1534.939
2026-05-02 09:57:29.155,2.997,28.101,4.203,32.475,1020.619,1535.044
2026-05-02 09:57:30.154,3.095,28.062,4.219,32.496,1020.644,1534.911
2026-05-02 09:57:31.154,3.194,28.085,4.224,32.501,1020.612,1534.997
2026-05-02 09:57:32.155,3.296,28.075,4.225,32.491,1020.641,1534.958
2026-05-02 09:57:33.154,3.337,28.076,4.224,32.467,1020.607,1534.974
2026-05-02 09:57:34.154,3.389,28.102,4.222,32.478,1020.608,1535.125
2026-05-02 09:57:35.154,3.418,28.084,4.224,32.486,1020.655,1535.004
2026-05-02 09:57:36.155,3.441,28.108,4.236,32.482,1020.659,1535.049
2026-05-02 09:57:37.155,3.43,28.07,4.233,32.475,1020.615,1534.923
2026-05-02 09:57:38.155,3.423,28.074,4.24,32.452,1020.644,1535.02
2026-05-02 09:57:39.155,3.355,28.103,4.238,32.476,1020.609,1535.05
2026-05-02 09:57:40.154,3.316,28.12,4.228,32.444,1020.609,1534.98
2026-05-02 09:57:41.154,3.293,28.12,4.232,32.44,1020.612,1534.965
2026-05-02 09:57:42.155,3.248,28.17,4.24,32.445,1020.571,1535.142
2026-05-02 09:57:43.155,3.235,28.154,4.246,32.443,1020.609,1535.121
2026-05-02 09:57:44.154,3.218,28.179,4.25,32.44,1020.576,1535.204
2026-05-02 09:57:45.154,3.145,28.178,4.241,32.435,1020.565,1535.109
2026-05-02 09:57:46.156,3.171,28.185,4.242,32.404,1020.519,1535.129
2026-05-02 09:57:47.152,3.138,28.18,4.248,32.407,1020.538,1535.185
2026-05-02 09:57:48.154,3.079,28.204,4.248,32.392,1020.511,1535.178
2026-05-02 09:57:49.155,3.085,28.2,4.237,32.397,1020.537,1535.106
2026-05-02 09:57:50.155,3.083,28.241,4.251,32.389,1020.499,1535.386
2026-05-02 09:57:51.154,3.056,28.245,4.244,32.381,1020.495,1535.289
2026-05-02 09:57:52.156,3.051,28.209,4.255,32.365,1020.499,1535.149
2026-05-02 09:57:53.154,3.003,28.232,4.244,32.365,1020.491,1535.25
2026-05-02 09:57:54.155,2.991,28.258,4.255,32.358,1020.503,1535.222
2026-05-02 09:57:55.154,2.956,28.285,4.25,32.312,1020.432,1535.4
2026-05-02 09:57:56.154,2.926,28.296,4.241,32.317,1020.454,1535.389
2026-05-02 09:57:57.156,2.831,28.277,4.251,32.303,1020.422,1535.216
2026-05-02 09:57:58.152,2.752,28.277,4.253,32.284,1020.394,1535.302
2026-05-02 09:57:59.156,2.682,28.289,4.249,32.308,1020.419,1535.246
2026-05-02 09:58:00.153,2.565,28.315,4.243,32.266,1020.39,1535.239
2026-05-02 09:58:01.155,2.421,28.378,4.243,32.261,1020.326,1535.354
2026-05-02 09:58:02.155,2.34,28.363,4.254,32.262,1020.381,1535.292
2026-05-02 09:58:03.155,2.173,28.385,4.255,32.254,1020.357,1535.409
2026-05-02 09:58:04.156,1.983,28.438,4.238,32.223,1020.295,1535.411
2026-05-02 09:58:05.155,1.872,28.464,4.247,32.249,1020.28,1535.625
2026-05-02 09:58:06.155,1.658,28.467,4.243,32.202,1020.274,1535.395
