timestamp,num_cells,num_beams,cell_size_m,blanking_distance_m,heading_deg,pitch_deg,roll_deg,temperature_c,salinity_psu,pressure_dbar,velocity_profile
2026-03-27 08:08:23.107,8,4,0.5,0.7,45.599,1.776,0.366,28.512,33.1,5.03,"0.732;0.25;-0.226;0.002;0.77;0.075;-0.085;0.022;0.757;-0.033;0.016;0.034;0.731;-0.085;0.11;0.025;0.697;-0.165;0.177;0.065;0.627;-0.251;0.202;0.054;0.543;-0.241;0.224;0.055;0.476;-0.242;0.26;0.068"
2026-03-27 08:08:24.095,8,4,0.5,0.7,45.747,1.843,0.346,28.515,33.1,5.037,"0.796;0.182;-0.169;0.009;0.826;0.03;-0.054;0.014;0.796;-0.099;0.067;0.046;0.734;-0.157;0.182;0.026;0.688;-0.191;0.221;0.043;0.647;-0.254;0.25;0.069;0.531;-0.238;0.289;0.031;0.428;-0.266;0.264;0.031"
2026-03-27 08:08:25.095,8,4,0.5,0.7,45.895,1.908,0.323,28.518,33.099,5.045,"0.849;0.126;-0.071;0.026;0.853;0.004;0.052;0.047;0.789;-0.15;0.108;0.043;0.792;-0.21;0.181;0.029;0.696;-0.274;0.228;0.063;0.597;-0.28;0.299;0.04;0.518;-0.26;0.293;0.059;0.441;-0.296;0.296;0.051"
2026-03-27 08:08:26.094,8,4,0.5,0.7,46.042,1.971,0.296,28.521,33.099,5.052,"0.858;0.012;-0.054;0.03;0.866;-0.114;0.077;0.048;0.811;-0.203;0.197;0.026;0.764;-0.232;0.251;0.064;0.729;-0.315;0.288;0.067;0.615;-0.304;0.306;0.041;0.531;-0.304;0.333;0.028;0.42;-0.302;0.308;0.056"
2026-03-27 08:08:27.095,8,4,0.5,0.7,46.189,2.031,0.264,28.524,33.099,5.06,"0.933;-0.012;0.045;0.038;0.886;-0.139;0.162;0.047;0.855;-0.25;0.21;0.058;0.792;-0.272;0.282;0.059;0.699;-0.29;0.301;0.039;0.594;-0.307;0.337;0.037;0.48;-0.304;0.317;0.042;0.414;-0.27;0.31;0.031"
2026-03-27 08:08:28.095,8,4,0.5,0.7,46.334,2.089,0.229,28.527,33.098,5.067,"0.951;-0.116;0.09;0.041;0.904;-0.172;0.224;0.045;0.86;-0.246;0.26;0.042;0.795;-0.32;0.306;0.061;0.73;-0.372;0.36;0.066;0.621;-0.363;0.364;0.064;0.51;-0.358;0.353;0.026;0.38;-0.277;0.329;0.049"
2026-03-27 08:08:29.095,8,4,0.5,0.7,46.478,2.144,0.19,28.53,33.098,5.075,"1.015;-0.181;0.164;0.047;0.954;-0.231;0.242;0.04;0.89;-0.342;0.29;0.044;0.818;-0.375;0.335;0.032;0.68;-0.392;0.373;0.059;0.569;-0.351;0.397;0.053;0.503;-0.345;0.366;0.046;0.36;-0.284;0.318;0.043"
2026-03-27 08:08:30.095,8,4,0.5,0.7,46.62,2.196,0.148,28.533,33.098,5.082,"1.002;-0.208;0.217;0.032;0.957;-0.33;0.291;0.048;0.867;-0.34;0.356;0.032;0.786;-0.406;0.39;0.065;0.655;-0.414;0.399;0.046;0.591;-0.359;0.384;0.034;0.477;-0.376;0.356;0.053;0.373;-0.292;0.299;0.034"
2026-03-27 08:08:31.097,8,4,0.5,0.7,46.762,2.245,0.102,28.536,33.097,5.09,"1.006;-0.261;0.29;0.04;0.938;-0.333;0.356;0.05;0.906;-0.425;0.378;0.031;0.773;-0.41;0.429;0.037;0.679;-0.447;0.395;0.032;0.561;-0.387;0.406;0.033;0.425;-0.38;0.353;0.02;0.321;-0.294;0.288;0.044"
2026-03-27 08:08:32.096,8,4,0.5,0.7,46.901,2.29,0.053,28.539,33.097,5.097,"1.063;-0.346;0.357;0.061;0.997;-0.421;0.387;0.061;0.859;-0.433;0.444;0.06;0.756;-0.435;0.437;0.048;0.64;-0.431;0.462;0.025;0.503;-0.424;0.386;0.025;0.421;-0.399;0.34;0.042;0.306;-0.336;0.306;0.041"
2026-03-27 08:08:33.095,8,4,0.5,0.7,47.039,2.331,0.001,28.542,33.096,5.104,"1.047;-0.415;0.405;0.047;0.983;-0.429;0.469;0.042;0.834;-0.444;0.459;0.042;0.724;-0.482;0.441;0.051;0.611;-0.426;0.472;0.045;0.492;-0.391;0.418;0.027;0.391;-0.381;0.383;0.034;0.263;-0.323;0.325;-0.001"
2026-03-27 08:08:34.095,8,4,0.5,0.7,47.175,2.367,-0.054,28.545,33.096,5.112,"1.061;-0.446;0.457;0.06;0.934;-0.475;0.505;0.031;0.836;-0.521;0.472;0.043;0.739;-0.461;0.491;0.06;0.606;-0.441;0.458;0.02;0.476;-0.403;0.413;0.048;0.339;-0.384;0.346;0.037;0.261;-0.325;0.298;0.002"
2026-03-27 08:08:35.095,8,4,0.5,0.7,47.309,2.4,-0.112,28.548,33.095,5.119,"1.037;-0.464;0.5;0.063;0.948;-0.529;0.539;0.057;0.82;-0.502;0.496;0.039;0.713;-0.483;0.514;0.058;0.544;-0.461;0.49;0.018;0.41;-0.455;0.422;0.009;0.335;-0.351;0.367;0.013;0.206;-0.315;0.33;-0.007"
2026-03-27 08:08:36.095,8,4,0.5,0.7,47.441,2.428,-0.172,28.551,33.094,5.126,"1.021;-0.537;0.511;0.066;0.914;-0.559;0.525;0.033;0.78;-0.536;0.514;0.042;0.644;-0.501;0.546;0.02;0.519;-0.455;0.45;0.048;0.425;-0.453;0.401;0.008;0.279;-0.392;0.365;-0.007;0.169;-0.313;0.305;0.02"
