timestamp,depth,temp,cond,salinity,density,soundvel
2026-03-27 08:08:23.093,2.723,28.133,4.206,32.502,1020.621,1535.039
2026-03-27 08:08:24.088,2.823,28.139,4.219,32.484,1020.626,1535.079
2026-03-27 08:08:25.089,2.965,28.127,4.212,32.497,1020.629,1535.026
2026-03-27 08:08:26.089,3.081,28.108,4.21,32.498,1020.616,1534.988
2026-03-27 08:08:27.088,3.221,28.049,4.207,32.494,1020.671,1534.893
2026-03-27 08:08:28.089,3.294,28.08,4.226,32.483,1020.631,1535.016
2026-03-27 08:08:29.088,3.311,28.047,4.23,32.493,1020.663,1534.965
2026-03-27 08:08:30.089,3.396,28.094,4.215,32.468,1020.649,1535.099
2026-03-27 08:08:31.092,3.421,28.078,4.223,32.476,1020.624,1535.065
2026-03-27 08:08:32.091,3.422,28.067,4.219,32.458,1020.649,1535.017
2026-03-27 08:08:33.088,3.393,28.108,4.227,32.457,1020.627,1535.092
2026-03-27 08:08:34.089,3.393,28.097,4.236,32.471,1020.649,1534.978
2026-03-27 08:08:35.088,3.357,28.092,4.232,32.471,1020.624,1535.063
2026-03-27 08:08:36.088,3.316,28.14,4.235,32.471,1020.621,1535.143
