timestamp,num_cells,num_beams,cell_size_m,blanking_distance_m,heading_deg,pitch_deg,roll_deg,temperature_c,salinity_psu,pressure_dbar,velocity_profile
2026-05-02 08:50:18.673,8,4,0.5,0.7,45.6,1.777,0.365,28.512,33.1,5.03,"0.76;0.206;-0.257;0.023;0.736;0.102;-0.081;0.043;0.75;-0.003;0.047;0.048;0.709;-0.094;0.104;0.024;0.709;-0.178;0.169;0.059;0.612;-0.206;0.236;0.059;0.538;-0.23;0.249;0.037;0.437;-0.268;0.218;0.049"
2026-05-02 08:50:19.676,8,4,0.5,0.7,45.749,1.844,0.346,28.515,33.099,5.038,"0.811;0.148;-0.154;0.027;0.814;0.028;-0.012;0.037;0.806;-0.079;0.062;0.031;0.774;-0.163;0.18;0.058;0.715;-0.223;0.243;0.03;0.641;-0.223;0.25;0.031;0.558;-0.255;0.281;0.065;0.442;-0.229;0.27;0.044"
2026-05-02 08:50:20.675,8,4,0.5,0.7,45.897,1.908,0.323,28.518,33.099,5.045,"0.864;0.103;-0.074;0.023;0.833;-0.025;0.02;0.024;0.838;-0.109;0.111;0.054;0.774;-0.227;0.224;0.038;0.677;-0.239;0.255;0.067;0.645;-0.272;0.296;0.061;0.534;-0.267;0.281;0.039;0.439;-0.247;0.251;0.036"
2026-05-02 08:50:21.675,8,4,0.5,0.7,46.044,1.971,0.295,28.521,33.099,5.052,"0.902;0.025;-0.011;0.038;0.855;-0.089;0.094;0.031;0.846;-0.177;0.162;0.039;0.785;-0.275;0.263;0.058;0.701;-0.265;0.282;0.036;0.6;-0.302;0.305;0.05;0.522;-0.303;0.286;0.052;0.402;-0.292;0.257;0.044"
2026-05-02 08:50:22.676,8,4,0.5,0.7,46.19,2.032,0.264,28.524,33.099,5.06,"0.916;-0.006;0.015;0.052;0.89;-0.127;0.15;0.053;0.882;-0.257;0.216;0.046;0.809;-0.299;0.28;0.066;0.731;-0.332;0.346;0.069;0.635;-0.35;0.348;0.036;0.523;-0.303;0.318;0.043;0.375;-0.3;0.315;0.049"
2026-05-02 08:50:23.676,8,4,0.5,0.7,46.335,2.09,0.229,28.527,33.098,5.067,"0.967;-0.081;0.111;0.049;0.911;-0.185;0.187;0.045;0.882;-0.251;0.26;0.063;0.815;-0.323;0.348;0.044;0.693;-0.373;0.334;0.061;0.616;-0.373;0.377;0.042;0.486;-0.343;0.352;0.034;0.41;-0.274;0.284;0.021"
2026-05-02 08:50:24.675,8,4,0.5,0.7,46.479,2.145,0.19,28.53,33.098,5.075,"0.967;-0.157;0.164;0.035;0.959;-0.225;0.246;0.028;0.909;-0.33;0.29;0.049;0.785;-0.336;0.363;0.051;0.681;-0.366;0.406;0.062;0.589;-0.365;0.37;0.044;0.484;-0.346;0.338;0.03;0.344;-0.335;0.287;0.052"
2026-05-02 08:50:25.676,8,4,0.5,0.7,46.622,2.197,0.148,28.533,33.098,5.082,"1.036;-0.197;0.203;0.056;0.969;-0.301;0.276;0.041;0.896;-0.366;0.363;0.041;0.816;-0.381;0.389;0.044;0.665;-0.393;0.398;0.046;0.572;-0.411;0.399;0.05;0.432;-0.373;0.374;0.038;0.361;-0.32;0.334;0.016"
2026-05-02 08:50:26.676,8,4,0.5,0.7,46.763,2.245,0.102,28.536,33.097,5.09,"1.003;-0.251;0.293;0.062;0.947;-0.377;0.338;0.038;0.861;-0.379;0.37;0.039;0.769;-0.419;0.409;0.062;0.663;-0.451;0.419;0.064;0.573;-0.387;0.425;0.055;0.451;-0.357;0.387;0.041;0.329;-0.299;0.302;0.034"
2026-05-02 08:50:27.673,8,4,0.5,0.7,46.902,2.29,0.053,28.539,33.097,5.097,"1.045;-0.342;0.317;0.038;0.978;-0.428;0.413;0.047;0.897;-0.422;0.458;0.062;0.792;-0.476;0.451;0.057;0.638;-0.421;0.456;0.041;0.497;-0.441;0.439;0.052;0.41;-0.385;0.394;0.018;0.318;-0.307;0.312;0.04"
