timestamp,num_cells,num_beams,cell_size_m,blanking_distance_m,heading_deg,pitch_deg,roll_deg,temperature_c,salinity_psu,pressure_dbar,velocity_profile
2026-04-07 14:58:47.163,8,4,0.5,0.7,45.451,1.709,0.381,28.509,33.1,5.023,"0.681;0.295;-0.313;0.03;0.702;0.15;-0.144;0.021;0.724;0.03;-0.026;0.039;0.716;-0.046;0.035;0.031;0.7;-0.129;0.122;0.046;0.644;-0.217;0.18;0.051;0.551;-0.246;0.228;0.055;0.459;-0.245;0.196;0.048"
2026-04-07 14:58:48.155,8,4,0.5,0.7,45.599,1.776,0.366,28.512,33.1,5.03,"0.743;0.234;-0.236;0.023;0.755;0.115;-0.069;0.04;0.746;0.0;0.026;0.054;0.711;-0.117;0.081;0.039;0.688;-0.199;0.17;0.032;0.592;-0.207;0.212;0.031;0.516;-0.22;0.259;0.042;0.448;-0.233;0.212;0.054"
2026-04-07 14:58:49.156,8,4,0.5,0.7,45.747,1.843,0.346,28.515,33.1,5.037,"0.768;0.157;-0.158;0.04;0.807;0.028;-0.019;0.039;0.784;-0.077;0.06;0.021;0.742;-0.164;0.143;0.054;0.673;-0.232;0.208;0.044;0.65;-0.234;0.28;0.057;0.526;-0.243;0.282;0.056;0.458;-0.266;0.246;0.029"
2026-04-07 14:58:50.155,8,4,0.5,0.7,45.895,1.908,0.323,28.518,33.099,5.045,"0.845;0.091;-0.122;0.014;0.814;0.001;0.01;0.031;0.8;-0.147;0.133;0.061;0.754;-0.216;0.219;0.064;0.707;-0.264;0.226;0.05;0.645;-0.266;0.286;0.04;0.553;-0.27;0.277;0.041;0.448;-0.274;0.245;0.063"
2026-04-07 14:58:51.155,8,4,0.5,0.7,46.042,1.971,0.296,28.521,33.099,5.052,"0.892;0.039;-0.043;0.014;0.856;-0.076;0.096;0.032;0.843;-0.203;0.156;0.06;0.779;-0.256;0.27;0.055;0.685;-0.278;0.314;0.051;0.623;-0.294;0.277;0.041;0.514;-0.305;0.313;0.035;0.4;-0.259;0.298;0.044"
2026-04-07 14:58:52.155,8,4,0.5,0.7,46.189,2.031,0.264,28.524,33.099,5.06,"0.922;-0.049;0.058;0.024;0.892;-0.152;0.143;0.04;0.83;-0.25;0.248;0.033;0.789;-0.273;0.279;0.062;0.733;-0.313;0.307;0.055;0.626;-0.325;0.338;0.046;0.537;-0.292;0.315;0.065;0.432;-0.318;0.307;0.056"
2026-04-07 14:58:53.156,8,4,0.5,0.7,46.334,2.089,0.229,28.527,33.098,5.067,"0.944;-0.08;0.118;0.05;0.941;-0.224;0.228;0.058;0.857;-0.256;0.293;0.03;0.788;-0.341;0.344;0.041;0.731;-0.336;0.355;0.03;0.611;-0.344;0.378;0.059;0.469;-0.333;0.345;0.054;0.377;-0.304;0.302;0.049"
2026-04-07 14:58:54.155,8,4,0.5,0.7,46.478,2.144,0.19,28.53,33.098,5.075,"0.98;-0.178;0.15;0.051;0.974;-0.266;0.244;0.059;0.881;-0.328;0.348;0.037;0.803;-0.359;0.376;0.054;0.696;-0.406;0.362;0.038;0.595;-0.374;0.347;0.041;0.502;-0.362;0.352;0.057;0.393;-0.295;0.305;0.047"
2026-04-07 14:58:55.157,8,4,0.5,0.7,46.62,2.196,0.148,28.533,33.098,5.082,"0.982;-0.242;0.198;0.053;0.969;-0.304;0.278;0.047;0.866;-0.331;0.349;0.049;0.781;-0.415;0.409;0.032;0.673;-0.428;0.379;0.052;0.558;-0.359;0.366;0.023;0.441;-0.343;0.344;0.052;0.37;-0.331;0.306;0.013"
2026-04-07 14:58:56.155,8,4,0.5,0.7,46.761,2.245,0.102,28.536,33.097,5.09,"1.019;-0.298;0.307;0.05;0.982;-0.38;0.339;0.057;0.9;-0.391;0.389;0.05;0.803;-0.426;0.45;0.044;0.656;-0.444;0.404;0.04;0.522;-0.398;0.405;0.048;0.462;-0.369;0.372;0.017;0.33;-0.298;0.298;0.025"
2026-04-07 14:58:57.155,8,4,0.5,0.7,46.901,2.29,0.053,28.539,33.097,5.097,"1.033;-0.315;0.356;0.062;0.968;-0.42;0.382;0.052;0.87;-0.431;0.459;0.042;0.764;-0.42;0.45;0.053;0.642;-0.424;0.457;0.047;0.518;-0.401;0.44;0.027;0.421;-0.345;0.349;0.032;0.308;-0.315;0.321;0.021"
2026-04-07 14:58:58.156,8,4,0.5,0.7,47.039,2.331,0.001,28.542,33.096,5.104,"1.08;-0.38;0.375;0.059;0.963;-0.465;0.44;0.058;0.867;-0.479;0.484;0.045;0.766;-0.443;0.474;0.03;0.599;-0.474;0.457;0.03;0.505;-0.444;0.41;0.052;0.387;-0.383;0.358;0.01;0.244;-0.31;0.289;0.017"
2026-04-07 14:58:59.155,8,4,0.5,0.7,47.175,2.367,-0.054,28.545,33.096,5.112,"1.084;-0.41;0.406;0.062;0.93;-0.506;0.469;0.044;0.866;-0.504;0.514;0.049;0.713;-0.46;0.495;0.037;0.584;-0.438;0.44;0.042;0.465;-0.44;0.411;0.046;0.321;-0.356;0.366;0.018;0.228;-0.308;0.299;0.003"
2026-04-07 14:59:00.155,8,4,0.5,0.7,47.309,2.4,-0.112,28.548,33.095,5.119,"1.034;-0.466;0.453;0.035;0.96;-0.538;0.528;0.049;0.802;-0.507;0.5;0.027;0.693;-0.504;0.482;0.047;0.568;-0.488;0.485;0.044;0.409;-0.416;0.421;0.013;0.304;-0.379;0.345;0.012;0.178;-0.327;0.31;0.016"
2026-04-07 14:59:01.157,8,4,0.5,0.7,47.441,2.428,-0.172,28.551,33.094,5.126,"1.041;-0.522;0.532;0.049;0.919;-0.555;0.556;0.042;0.823;-0.558;0.524;0.059;0.681;-0.546;0.541;0.018;0.541;-0.509;0.459;0.047;0.419;-0.427;0.434;0.019;0.29;-0.358;0.38;0.031;0.174;-0.312;0.268;0.002"
2026-04-07 14:59:02.157,8,4,0.5,0.7,47.571,2.452,-0.234,28.554,33.094,5.133,"1.029;-0.538;0.576;0.054;0.874;-0.555;0.578;0.056;0.761;-0.588;0.554;0.032;0.651;-0.539;0.523;0.026;0.464;-0.501;0.49;0.024;0.342;-0.445;0.437;0.024;0.215;-0.363;0.336;-0.009;0.115;-0.295;0.3;0.011"
2026-04-07 14:59:03.156,8,4,0.5,0.7,47.698,2.471,-0.299,28.557,33.093,5.141,"1.007;-0.573;0.569;0.043;0.898;-0.563;0.588;0.035;0.745;-0.595;0.542;0.026;0.578;-0.537;0.514;0.04;0.435;-0.471;0.478;0.04;0.331;-0.447;0.388;0.031;0.219;-0.325;0.349;-0.001;0.097;-0.29;0.259;0.007"
2026-04-07 14:59:04.156,8,4,0.5,0.7,47.823,2.485,-0.365,28.56,33.092,5.148,"0.968;-0.612;0.637;0.058;0.824;-0.601;0.639;0.023;0.712;-0.565;0.608;0.042;0.549;-0.55;0.518;0.038;0.391;-0.484;0.462;0.01;0.278;-0.4;0.4;-0.003;0.15;-0.341;0.31;0.001;0.092;-0.25;0.27;-0.003"
2026-04-07 14:59:05.159,8,4,0.5,0.7,47.946,2.495,-0.433,28.563,33.091,5.155,"0.977;-0.652;0.663;0.062;0.805;-0.613;0.597;0.054;0.624;-0.575;0.59;0.032;0.485;-0.555;0.536;0.004;0.34;-0.472;0.496;0.024;0.209;-0.392;0.38;-0.011;0.089;-0.332;0.302;0.007;0.023;-0.242;0.231;-0.013"
2026-04-07 14:59:06.160,8,4,0.5,0.7,48.066,2.5,-0.502,28.565,33.09,5.162,"0.906;-0.632;0.666;0.051;0.752;-0.627;0.648;0.053;0.58;-0.577;0.608;0.015;0.475;-0.543;0.518;0.006;0.333;-0.452;0.457;0.016;0.175;-0.391;0.412;-0.006;0.054;-0.327;0.299;-0.024;0.0;-0.225;0.245;-0.033"
2026-04-07 14:59:07.161,8,4,0.5,0.7,48.183,2.499,-0.573,28.568,33.09,5.169,"0.887;-0.676;0.664;0.03;0.683;-0.615;0.643;0.045;0.55;-0.576;0.587;0.015;0.366;-0.529;0.495;0.026;0.276;-0.466;0.463;0.014;0.157;-0.355;0.393;-0.02;0.028;-0.312;0.282;-0.006;-0.033;-0.234;0.222;-0.011"
