[System]
Platform=SEANO USV
Start_Time=2026-04-07 16:07:58
Timezone=WIB

[Sensor]
Name=ADCP

[Columns]
Timestamp(WIB)	NumCells	NumBeams	CellSizeM	BlankingDistanceM	HeadingDeg	PitchDeg	RollDeg	TemperatureC	SalinityPSU	PressureDbar	VelocityProfile

[Data]
2026-04-07 16:08:00.820	8	4	0.5	0.7	45.45	1.709	0.381	28.509	33.1	5.023	0.695;0.302;-0.298;0.031;0.704;0.189;-0.167;0.012;0.708;0.044;-0.051;0.037;0.691;-0.082;0.048;0.053;0.654;-0.125;0.151;0.052;0.611;-0.194;0.205;0.066;0.537;-0.244;0.189;0.039;0.456;-0.233;0.228;0.048
2026-04-07 16:08:01.819	8	4	0.5	0.7	45.599	1.776	0.366	28.512	33.1	5.03	0.748;0.254;-0.233;0.008;0.779;0.071;-0.069;0.037;0.743;-0.034;0.043;0.042;0.761;-0.081;0.102;0.025;0.708;-0.201;0.179;0.035;0.594;-0.211;0.193;0.035;0.526;-0.258;0.224;0.061;0.441;-0.234;0.245;0.034
2026-04-07 16:08:02.819	8	4	0.5	0.7	45.747	1.843	0.346	28.515	33.1	5.037	0.783;0.136;-0.168;0.043;0.828;0.04;-0.03;0.028;0.774;-0.066;0.093;0.057;0.743;-0.181;0.162;0.055;0.702;-0.217;0.202;0.041;0.628;-0.254;0.227;0.061;0.563;-0.238;0.244;0.061;0.452;-0.228;0.269;0.057
2026-04-07 16:08:03.818	8	4	0.5	0.7	45.895	1.908	0.323	28.518	33.099	5.045	0.835;0.126;-0.089;0.04;0.871;-0.008;0.009;0.019;0.793;-0.146;0.105;0.029;0.743;-0.201;0.231;0.043;0.714;-0.24;0.237;0.045;0.644;-0.256;0.309;0.047;0.55;-0.311;0.298;0.061;0.41;-0.276;0.295;0.039
2026-04-07 16:08:04.818	8	4	0.5	0.7	46.043	1.971	0.296	28.521	33.099	5.052	0.872;0.043;-0.052;0.03;0.853;-0.115;0.074;0.022;0.823;-0.151;0.19;0.055;0.803;-0.263;0.261;0.03;0.738;-0.266;0.267;0.062;0.591;-0.291;0.321;0.039;0.514;-0.312;0.334;0.045;0.389;-0.303;0.273;0.032
2026-04-07 16:08:05.816	8	4	0.5	0.7	46.189	2.031	0.264	28.524	33.099	5.06	0.894;-0.005;0.033;0.056;0.931;-0.119;0.154;0.062;0.875;-0.239;0.254;0.052;0.805;-0.281;0.286;0.053;0.72;-0.34;0.325;0.048;0.635;-0.311;0.351;0.029;0.523;-0.348;0.344;0.062;0.428;-0.267;0.267;0.052
2026-04-07 16:08:06.820	8	4	0.5	0.7	46.334	2.089	0.229	28.527	33.098	5.067	0.961;-0.119;0.072;0.02;0.9;-0.191;0.225;0.049;0.861;-0.271;0.264;0.043;0.813;-0.326;0.353;0.044;0.701;-0.376;0.332;0.049;0.584;-0.333;0.346;0.065;0.473;-0.345;0.347;0.059;0.365;-0.286;0.324;0.05
2026-04-07 16:08:07.819	8	4	0.5	0.7	46.478	2.144	0.19	28.53	33.098	5.075	1.0;-0.141;0.143;0.04;0.942;-0.283;0.273;0.039;0.902;-0.346;0.322;0.058;0.783;-0.387;0.36;0.036;0.712;-0.365;0.347;0.034;0.596;-0.343;0.365;0.063;0.466;-0.349;0.354;0.045;0.361;-0.288;0.283;0.051
2026-04-07 16:08:08.818	8	4	0.5	0.7	46.62	2.196	0.148	28.533	33.098	5.082	1.031;-0.214;0.206;0.034;0.949;-0.316;0.33;0.061;0.903;-0.348;0.389;0.07;0.781;-0.388;0.371;0.054;0.656;-0.42;0.372;0.045;0.57;-0.395;0.411;0.061;0.452;-0.345;0.369;0.049;0.362;-0.341;0.312;0.028
2026-04-07 16:08:09.819	8	4	0.5	0.7	46.762	2.245	0.102	28.536	33.097	5.09	1.041;-0.307;0.251;0.06;0.985;-0.38;0.374;0.066;0.874;-0.428;0.411;0.049;0.77;-0.429;0.417;0.054;0.682;-0.434;0.417;0.056;0.547;-0.421;0.386;0.052;0.43;-0.364;0.335;0.034;0.345;-0.317;0.34;0.012
2026-04-07 16:08:10.819	8	4	0.5	0.7	46.901	2.29	0.053	28.539	33.097	5.097	1.069;-0.319;0.317;0.034;0.941;-0.39;0.402;0.051;0.878;-0.408;0.411;0.046;0.755;-0.449;0.475;0.058;0.639;-0.451;0.433;0.035;0.499;-0.424;0.42;0.036;0.424;-0.391;0.372;0.033;0.297;-0.306;0.323;0.022
2026-04-07 16:08:11.819	8	4	0.5	0.7	47.039	2.331	0.001	28.542	33.096	5.104	1.079;-0.383;0.413;0.055;0.939;-0.444;0.421;0.057;0.87;-0.471;0.463;0.058;0.736;-0.473;0.494;0.029;0.647;-0.452;0.459;0.053;0.482;-0.394;0.396;0.029;0.35;-0.383;0.351;0.025;0.289;-0.323;0.289;0.02
2026-04-07 16:08:12.818	8	4	0.5	0.7	47.175	2.367	-0.054	28.545	33.096	5.112	1.057;-0.448;0.452;0.058;0.958;-0.473;0.449;0.037;0.842;-0.485;0.483;0.045;0.695;-0.485;0.517;0.054;0.622;-0.44;0.474;0.043;0.484;-0.418;0.422;0.048;0.371;-0.359;0.374;0.012;0.237;-0.287;0.326;0.012
2026-04-07 16:08:13.819	8	4	0.5	0.7	47.309	2.4	-0.112	28.548	33.095	5.119	1.042;-0.464;0.49;0.059;0.957;-0.511;0.483;0.054;0.842;-0.515;0.493;0.053;0.68;-0.505;0.488;0.035;0.561;-0.488;0.487;0.035;0.412;-0.424;0.444;0.011;0.287;-0.341;0.36;0.008;0.188;-0.297;0.31;0.009
2026-04-07 16:08:14.819	8	4	0.5	0.7	47.441	2.428	-0.172	28.551	33.094	5.126	1.052;-0.503;0.493;0.064;0.899;-0.537;0.549;0.029;0.822;-0.538;0.535;0.05;0.661;-0.503;0.543;0.044;0.506;-0.503;0.481;0.03;0.395;-0.41;0.432;0.01;0.27;-0.337;0.382;0.007;0.19;-0.275;0.316;0.011
2026-04-07 16:08:15.820	8	4	0.5	0.7	47.571	2.452	-0.235	28.554	33.094	5.133	1.011;-0.573;0.585;0.063;0.899;-0.585;0.582;0.042;0.772;-0.549;0.583;0.041;0.627;-0.506;0.501;0.051;0.495;-0.498;0.461;0.017;0.343;-0.425;0.433;0.034;0.252;-0.38;0.336;0.001;0.166;-0.292;0.279;-0.002
2026-04-07 16:08:16.820	8	4	0.5	0.7	47.698	2.471	-0.299	28.557	33.093	5.141	1.026;-0.619;0.586;0.04;0.847;-0.581;0.575;0.062;0.713;-0.554;0.553;0.034;0.581;-0.56;0.535;0.012;0.435;-0.51;0.484;0.038;0.301;-0.446;0.416;0.024;0.173;-0.354;0.378;0.008;0.105;-0.272;0.29;-0.02
2026-04-07 16:08:17.819	8	4	0.5	0.7	47.823	2.485	-0.365	28.56	33.092	5.148	0.978;-0.619;0.6;0.05;0.845;-0.582;0.618;0.052;0.676;-0.555;0.564;0.048;0.514;-0.533;0.558;0.029;0.407;-0.449;0.47;0.019;0.298;-0.388;0.387;-0.006;0.152;-0.346;0.324;0.012;0.05;-0.245;0.291;-0.029
2026-04-07 16:08:18.819	8	4	0.5	0.7	47.946	2.495	-0.433	28.563	33.091	5.155	0.945;-0.666;0.65;0.054;0.805;-0.653;0.616;0.039;0.667;-0.617;0.609;0.022;0.499;-0.51;0.537;0.012;0.385;-0.453;0.487;0.001;0.238;-0.376;0.426;-0.014;0.122;-0.344;0.299;-0.006;0.059;-0.252;0.228;-0.037
2026-04-07 16:08:19.819	8	4	0.5	0.7	48.066	2.5	-0.502	28.565	33.09	5.162	0.886;-0.66;0.644;0.024;0.764;-0.645;0.659;0.016;0.582;-0.594;0.6;0.042;0.474;-0.553;0.512;0.004;0.278;-0.477;0.437;0.02;0.197;-0.392;0.384;0.002;0.066;-0.31;0.297;0.001;0.017;-0.223;0.26;-0.02
2026-04-07 16:08:20.820	8	4	0.5	0.7	48.183	2.499	-0.573	28.568	33.09	5.169	0.868;-0.704;0.688;0.025;0.694;-0.625;0.633;0.018;0.569;-0.589;0.56;0.006;0.367;-0.515;0.515;0.002;0.27;-0.435;0.437;-0.002;0.12;-0.345;0.357;-0.016;0.006;-0.297;0.266;-0.018;-0.059;-0.221;0.235;-0.015
2026-04-07 16:08:21.819	8	4	0.5	0.7	48.297	2.494	-0.644	28.571	33.089	5.176	0.814;-0.68;0.666;0.029;0.678;-0.638;0.65;0.025;0.477;-0.608;0.591;0.035;0.35;-0.535;0.517;-0.008;0.226;-0.46;0.45;-0.001;0.086;-0.379;0.346;-0.011;-0.022;-0.288;0.261;-0.005;-0.08;-0.201;0.232;-0.016
2026-04-07 16:08:22.819	8	4	0.5	0.7	48.408	2.484	-0.715	28.574	33.088	5.183	0.782;-0.706;0.687;0.043;0.618;-0.65;0.658;0.011;0.445;-0.585;0.597;0.028;0.27;-0.492;0.504;-0.011;0.161;-0.414;0.438;-0.017;0.028;-0.337;0.358;-0.036;-0.04;-0.245;0.24;-0.012;-0.099;-0.187;0.186;-0.02
2026-04-07 16:08:23.820	8	4	0.5	0.7	48.517	2.469	-0.787	28.577	33.087	5.19	0.688;-0.691;0.675;0.016;0.532;-0.646;0.65;0.036;0.352;-0.585;0.533;-0.012;0.203;-0.495;0.494;-0.003;0.092;-0.399;0.42;-0.031;-0.037;-0.327;0.318;-0.02;-0.093;-0.252;0.217;-0.044;-0.178;-0.192;0.189;-0.036
2026-04-07 16:08:24.819	8	4	0.5	0.7	48.622	2.449	-0.859	28.58	33.086	5.197	0.639;-0.68;0.713;0.008;0.485;-0.626;0.64;0.011;0.278;-0.535;0.52;0.005;0.172;-0.488;0.471;0.001;0.041;-0.396;0.378;-0.018;-0.047;-0.268;0.274;-0.012;-0.162;-0.232;0.221;-0.027;-0.174;-0.125;0.135;-0.041
2026-04-07 16:08:25.820	8	4	0.5	0.7	48.723	2.425	-0.931	28.583	33.085	5.204	0.582;-0.656;0.696;0.02;0.387;-0.617;0.591;0.019;0.213;-0.548;0.55;-0.023;0.065;-0.427;0.418;-0.017;-0.02;-0.341;0.368;-0.033;-0.124;-0.246;0.282;-0.049;-0.192;-0.174;0.176;-0.033;-0.252;-0.139;0.114;-0.054
2026-04-07 16:08:26.820	8	4	0.5	0.7	48.822	2.396	-1.002	28.586	33.084	5.211	0.475;-0.65;0.682;0.011;0.318;-0.614;0.563;-0.009;0.155;-0.5;0.476;0.012;0.041;-0.392;0.385;-0.029;-0.103;-0.307;0.317;-0.01;-0.198;-0.263;0.22;-0.05;-0.26;-0.174;0.142;-0.037;-0.273;-0.089;0.077;-0.054
2026-04-07 16:08:27.819	8	4	0.5	0.7	48.917	2.363	-1.073	28.589	33.083	5.217	0.449;-0.656;0.642;-0.01;0.254;-0.551;0.561;-0.007;0.122;-0.457;0.473;-0.006;-0.035;-0.375;0.39;-0.017;-0.139;-0.316;0.325;-0.045;-0.211;-0.238;0.187;-0.037;-0.259;-0.142;0.127;-0.038;-0.328;-0.073;0.059;-0.052
2026-04-07 16:08:28.818	8	4	0.5	0.7	49.008	2.326	-1.142	28.592	33.081	5.224	0.352;-0.654;0.656;0.015;0.195;-0.535;0.547;0.005;0.021;-0.437;0.425;-0.023;-0.091;-0.333;0.332;-0.045;-0.197;-0.262;0.245;-0.035;-0.252;-0.197;0.208;-0.05;-0.326;-0.135;0.128;-0.052;-0.31;-0.093;0.043;-0.032
2026-04-07 16:08:29.818	8	4	0.5	0.7	49.096	2.284	-1.211	28.594	33.08	5.231	0.243;-0.601;0.63;-0.014;0.113;-0.497;0.506;-0.018;-0.058;-0.417;0.444;-0.02;-0.142;-0.336;0.337;-0.043;-0.29;-0.238;0.248;-0.049;-0.324;-0.146;0.179;-0.049;-0.341;-0.07;0.093;-0.065;-0.387;-0.031;0.037;-0.035
2026-04-07 16:08:30.818	8	4	0.5	0.7	49.18	2.239	-1.278	28.597	33.079	5.238	0.215;-0.596;0.594;-0.009;0.01;-0.459;0.504;-0.031;-0.146;-0.381;0.413;-0.03;-0.211;-0.3;0.279;-0.018;-0.328;-0.188;0.219;-0.055;-0.359;-0.131;0.122;-0.047;-0.416;-0.05;0.088;-0.037;-0.412;-0.014;0.045;-0.037
2026-04-07 16:08:31.819	8	4	0.5	0.7	49.261	2.19	-1.343	28.6	33.078	5.244	0.12;-0.544;0.538;-0.032;-0.064;-0.447;0.426;-0.022;-0.162;-0.362;0.338;-0.022;-0.325;-0.248;0.276;-0.054;-0.383;-0.188;0.2;-0.041;-0.43;-0.115;0.135;-0.046;-0.444;-0.069;0.038;-0.069;-0.39;0.021;0.035;-0.053
2026-04-07 16:08:32.819	8	4	0.5	0.7	49.337	2.138	-1.406	28.603	33.076	5.251	0.043;-0.534;0.491;-0.012;-0.157;-0.427;0.419;-0.044;-0.285;-0.325;0.311;-0.025;-0.333;-0.239;0.239;-0.029;-0.433;-0.159;0.142;-0.032;-0.445;-0.101;0.101;-0.067;-0.461;-0.051;0.006;-0.039;-0.447;0.041;0.001;-0.057
2026-04-07 16:08:33.819	8	4	0.5	0.7	49.41	2.082	-1.467	28.606	33.075	5.257	-0.056;-0.475;0.475;-0.02;-0.247;-0.396;0.36;-0.017;-0.335;-0.267;0.3;-0.044;-0.423;-0.17;0.223;-0.042;-0.49;-0.093;0.142;-0.049;-0.507;-0.047;0.044;-0.045;-0.488;-0.02;0.002;-0.065;-0.44;0.016;-0.032;-0.066
2026-04-07 16:08:34.818	8	4	0.5	0.7	49.479	2.024	-1.526	28.608	33.074	5.263	-0.155;-0.441;0.447;-0.027;-0.323;-0.356;0.329;-0.033;-0.39;-0.218;0.26;-0.038;-0.474;-0.182;0.182;-0.063;-0.499;-0.109;0.099;-0.051;-0.53;-0.01;0.015;-0.061;-0.534;0.008;-0.004;-0.058;-0.477;0.028;-0.023;-0.034
2026-04-07 16:08:35.818	8	4	0.5	0.7	49.543	1.963	-1.582	28.611	33.072	5.27	-0.241;-0.382;0.413;-0.015;-0.392;-0.293;0.322;-0.032;-0.469;-0.224;0.232;-0.045;-0.521;-0.126;0.104;-0.053;-0.559;-0.026;0.081;-0.05;-0.571;0.009;-0.017;-0.037;-0.547;0.017;-0.041;-0.059;-0.516;0.073;-0.037;-0.044
2026-04-07 16:08:36.818	8	4	0.5	0.7	49.604	1.9	-1.635	28.614	33.071	5.276	-0.31;-0.387;0.348;-0.024;-0.477;-0.25;0.29;-0.03;-0.548;-0.197;0.197;-0.03;-0.607;-0.111;0.089;-0.059;-0.631;-0.049;-0.003;-0.056;-0.62;0.038;-0.052;-0.058;-0.567;0.062;-0.087;-0.063;-0.54;0.053;-0.078;-0.045
2026-04-07 16:08:37.818	8	4	0.5	0.7	49.66	1.835	-1.685	28.617	33.07	5.282	-0.428;-0.349;0.3;-0.019;-0.507;-0.235;0.214;-0.044;-0.587;-0.118;0.121;-0.067;-0.672;-0.072;0.054;-0.066;-0.687;0.01;0.023;-0.049;-0.632;0.041;-0.061;-0.057;-0.606;0.11;-0.086;-0.032;-0.524;0.094;-0.078;-0.021
2026-04-07 16:08:38.815	8	4	0.5	0.7	49.712	1.768	-1.732	28.62	33.068	5.288	-0.505;-0.301;0.276;-0.048;-0.622;-0.159;0.152;-0.054;-0.68;-0.083;0.1;-0.063;-0.716;-0.052;0.04;-0.045;-0.676;0.038;-0.02;-0.049;-0.69;0.078;-0.083;-0.057;-0.642;0.071;-0.101;-0.025;-0.551;0.084;-0.117;-0.044
2026-04-07 16:08:39.818	8	4	0.5	0.7	49.76	1.7	-1.776	28.622	33.067	5.295	-0.573;-0.211;0.226;-0.027;-0.664;-0.164;0.168;-0.04;-0.707;-0.032;0.052;-0.038;-0.722;0.038;-0.033;-0.067;-0.757;0.047;-0.039;-0.055;-0.722;0.086;-0.099;-0.063;-0.615;0.087;-0.123;-0.053;-0.549;0.099;-0.107;-0.037
2026-04-07 16:08:40.818	8	4	0.5	0.7	49.804	1.631	-1.816	28.625	33.065	5.301	-0.677;-0.16;0.214;-0.045;-0.725;-0.112;0.109;-0.044;-0.751;-0.046;0.02;-0.033;-0.795;0.055;-0.045;-0.054;-0.77;0.068;-0.073;-0.037;-0.729;0.09;-0.108;-0.045;-0.653;0.126;-0.104;-0.03;-0.574;0.152;-0.113;-0.016
2026-04-07 16:08:41.817	8	4	0.5	0.7	49.844	1.561	-1.852	28.628	33.064	5.307	-0.713;-0.131;0.116;-0.03;-0.769;-0.033;0.035;-0.038;-0.835;-0.004;-0.008;-0.061;-0.803;0.066;-0.1;-0.038;-0.771;0.125;-0.118;-0.054;-0.748;0.113;-0.138;-0.042;-0.644;0.123;-0.116;-0.05;-0.531;0.156;-0.121;-0.025
2026-04-07 16:08:42.820	8	4	0.5	0.7	49.879	1.491	-1.885	28.63	33.062	5.312	-0.824;-0.071;0.09;-0.032;-0.857;-0.035;0.023;-0.063;-0.85;0.027;-0.036;-0.057;-0.882;0.111;-0.088;-0.066;-0.806;0.116;-0.113;-0.041;-0.728;0.149;-0.166;-0.021;-0.677;0.162;-0.173;-0.031;-0.552;0.172;-0.159;-0.024
2026-04-07 16:08:43.821	8	4	0.5	0.7	49.909	1.422	-1.914	28.633	33.061	5.318	-0.87;-0.042;0.061;-0.067;-0.887;0.023;-0.0;-0.066;-0.938;0.065;-0.067;-0.05;-0.864;0.125;-0.156;-0.037;-0.847;0.128;-0.142;-0.024;-0.768;0.171;-0.178;-0.015;-0.648;0.174;-0.177;-0.006;-0.526;0.13;-0.146;-0.029
2026-04-07 16:08:44.819	8	4	0.5	0.7	49.936	1.352	-1.939	28.636	33.059	5.324	-0.928;0.004;0.029;-0.032;-0.96;0.078;-0.085;-0.038;-0.967;0.129;-0.126;-0.033;-0.885;0.156;-0.164;-0.036;-0.854;0.186;-0.168;-0.031;-0.735;0.158;-0.196;-0.033;-0.641;0.167;-0.195;-0.023;-0.528;0.186;-0.178;-0.01
