timestamp,num_cells,num_beams,cell_size_m,blanking_distance_m,heading_deg,pitch_deg,roll_deg,temperature_c,salinity_psu,pressure_dbar,velocity_profile
2026-04-18 19:57:43.069,8,4,0.5,0.7,45.45,1.709,0.381,28.509,33.1,5.023,"0.653;0.278;-0.313;0.01;0.695;0.142;-0.132;0.025;0.752;0.024;-0.034;0.017;0.692;-0.087;0.054;0.037;0.65;-0.152;0.144;0.062;0.591;-0.189;0.204;0.029;0.517;-0.235;0.216;0.044;0.482;-0.205;0.203;0.053"
2026-04-18 19:57:44.070,8,4,0.5,0.7,45.599,1.776,0.366,28.512,33.1,5.03,"0.757;0.21;-0.235;0.033;0.773;0.072;-0.078;0.014;0.772;-0.029;0.01;0.034;0.741;-0.114;0.084;0.046;0.662;-0.191;0.174;0.059;0.65;-0.226;0.221;0.032;0.567;-0.213;0.248;0.032;0.442;-0.238;0.255;0.057"
2026-04-18 19:57:45.069,8,4,0.5,0.7,45.747,1.843,0.346,28.515,33.1,5.037,"0.808;0.155;-0.166;0.028;0.791;0.013;-0.062;0.031;0.775;-0.09;0.065;0.036;0.762;-0.165;0.134;0.048;0.687;-0.226;0.218;0.059;0.639;-0.255;0.231;0.05;0.519;-0.254;0.277;0.054;0.455;-0.241;0.285;0.036"
2026-04-18 19:57:46.069,8,4,0.5,0.7,45.895,1.908,0.323,28.518,33.099,5.045,"0.863;0.099;-0.092;0.035;0.837;-0.02;0.005;0.027;0.845;-0.112;0.101;0.054;0.746;-0.188;0.221;0.05;0.688;-0.268;0.27;0.042;0.632;-0.255;0.262;0.037;0.511;-0.286;0.259;0.066;0.435;-0.251;0.28;0.031"
2026-04-18 19:57:47.070,8,4,0.5,0.7,46.043,1.971,0.296,28.521,33.099,5.052,"0.855;0.052;-0.058;0.013;0.86;-0.058;0.066;0.029;0.852;-0.205;0.171;0.037;0.774;-0.258;0.221;0.047;0.728;-0.278;0.276;0.054;0.62;-0.282;0.307;0.041;0.527;-0.292;0.321;0.044;0.407;-0.277;0.273;0.028"
2026-04-18 19:57:48.070,8,4,0.5,0.7,46.189,2.031,0.264,28.524,33.099,5.06,"0.949;-0.014;0.018;0.021;0.893;-0.167;0.127;0.025;0.865;-0.223;0.253;0.048;0.786;-0.303;0.313;0.034;0.692;-0.322;0.332;0.061;0.643;-0.307;0.331;0.052;0.528;-0.339;0.348;0.039;0.42;-0.311;0.281;0.041"
2026-04-18 19:57:49.070,8,4,0.5,0.7,46.334,2.089,0.229,28.527,33.098,5.067,"0.94;-0.125;0.078;0.057;0.955;-0.18;0.193;0.026;0.896;-0.252;0.259;0.062;0.802;-0.32;0.298;0.051;0.719;-0.365;0.33;0.063;0.614;-0.343;0.351;0.055;0.513;-0.356;0.33;0.048;0.406;-0.323;0.328;0.052"
2026-04-18 19:57:50.070,8,4,0.5,0.7,46.478,2.144,0.19,28.53,33.098,5.075,"0.971;-0.146;0.181;0.03;0.971;-0.231;0.258;0.031;0.849;-0.342;0.326;0.054;0.805;-0.385;0.353;0.06;0.684;-0.385;0.362;0.067;0.612;-0.363;0.375;0.06;0.473;-0.33;0.341;0.032;0.381;-0.336;0.314;0.047"
2026-04-18 19:57:51.070,8,4,0.5,0.7,46.62,2.196,0.148,28.533,33.098,5.082,"0.99;-0.226;0.211;0.036;0.987;-0.332;0.317;0.033;0.885;-0.38;0.365;0.059;0.789;-0.388;0.394;0.068;0.669;-0.407;0.416;0.06;0.577;-0.366;0.378;0.06;0.445;-0.341;0.356;0.021;0.321;-0.318;0.34;0.012"
2026-04-18 19:57:52.069,8,4,0.5,0.7,46.762,2.245,0.102,28.536,33.097,5.09,"1.03;-0.267;0.273;0.038;0.988;-0.332;0.336;0.029;0.903;-0.394;0.407;0.064;0.807;-0.412;0.44;0.04;0.638;-0.408;0.451;0.053;0.547;-0.4;0.391;0.04;0.441;-0.36;0.366;0.045;0.294;-0.298;0.336;0.037"
2026-04-18 19:57:53.069,8,4,0.5,0.7,46.901,2.29,0.053,28.539,33.097,5.097,"1.038;-0.341;0.33;0.044;0.961;-0.402;0.4;0.041;0.877;-0.439;0.456;0.051;0.773;-0.473;0.44;0.045;0.626;-0.46;0.419;0.062;0.499;-0.388;0.39;0.047;0.436;-0.389;0.397;0.045;0.284;-0.34;0.304;0.017"
2026-04-18 19:57:54.070,8,4,0.5,0.7,47.039,2.331,0.001,28.542,33.096,5.104,"1.038;-0.357;0.366;0.043;0.972;-0.446;0.415;0.04;0.842;-0.449;0.467;0.03;0.721;-0.471;0.492;0.039;0.632;-0.456;0.434;0.027;0.472;-0.398;0.415;0.05;0.39;-0.381;0.362;0.039;0.239;-0.288;0.317;0.015"
2026-04-18 19:57:55.069,8,4,0.5,0.7,47.175,2.367,-0.054,28.545,33.096,5.112,"1.075;-0.427;0.428;0.044;0.932;-0.458;0.468;0.041;0.851;-0.491;0.473;0.041;0.736;-0.484;0.462;0.036;0.619;-0.461;0.46;0.041;0.473;-0.43;0.402;0.024;0.346;-0.356;0.367;0.009;0.229;-0.311;0.321;0.019"
