timestamp,num_cells,num_beams,cell_size_m,blanking_distance_m,heading_deg,pitch_deg,roll_deg,temperature_c,salinity_psu,pressure_dbar,velocity_profile
2026-04-07 15:42:01.983,8,4,0.5,0.7,45.747,1.843,0.346,28.515,33.1,5.037,"0.783;0.192;-0.172;0.028;0.781;0.043;-0.052;0.017;0.788;-0.044;0.062;0.053;0.739;-0.18;0.138;0.056;0.688;-0.237;0.241;0.059;0.637;-0.272;0.253;0.055;0.559;-0.274;0.246;0.069;0.417;-0.255;0.241;0.054"
2026-04-07 15:42:02.982,8,4,0.5,0.7,45.895,1.908,0.323,28.518,33.099,5.045,"0.846;0.107;-0.075;0.014;0.848;-0.044;0.039;0.023;0.804;-0.111;0.138;0.044;0.759;-0.225;0.175;0.059;0.723;-0.226;0.241;0.06;0.635;-0.267;0.255;0.051;0.555;-0.269;0.284;0.031;0.412;-0.244;0.288;0.058"
2026-04-07 15:42:03.982,8,4,0.5,0.7,46.042,1.971,0.296,28.521,33.099,5.052,"0.911;0.037;-0.06;0.032;0.88;-0.096;0.062;0.052;0.87;-0.203;0.152;0.036;0.767;-0.249;0.237;0.03;0.718;-0.292;0.307;0.055;0.618;-0.284;0.331;0.069;0.515;-0.278;0.325;0.031;0.391;-0.273;0.314;0.03"
2026-04-07 15:42:04.982,8,4,0.5,0.7,46.189,2.031,0.264,28.524,33.099,5.06,"0.913;-0.062;0.056;0.022;0.878;-0.125;0.148;0.049;0.864;-0.249;0.209;0.038;0.801;-0.281;0.261;0.036;0.698;-0.298;0.31;0.057;0.589;-0.32;0.303;0.03;0.505;-0.295;0.326;0.04;0.376;-0.274;0.285;0.02"
2026-04-07 15:42:05.982,8,4,0.5,0.7,46.334,2.089,0.229,28.527,33.098,5.067,"0.961;-0.113;0.113;0.039;0.953;-0.172;0.198;0.044;0.859;-0.251;0.254;0.054;0.786;-0.348;0.346;0.039;0.687;-0.379;0.35;0.035;0.621;-0.364;0.336;0.051;0.503;-0.342;0.316;0.036;0.364;-0.274;0.276;0.023"
2026-04-07 15:42:06.983,8,4,0.5,0.7,46.478,2.144,0.19,28.53,33.098,5.075,"0.962;-0.164;0.148;0.031;0.945;-0.25;0.235;0.06;0.886;-0.289;0.304;0.041;0.81;-0.371;0.354;0.064;0.674;-0.383;0.381;0.067;0.59;-0.355;0.364;0.039;0.472;-0.33;0.336;0.028;0.357;-0.328;0.331;0.052"
2026-04-07 15:42:07.983,8,4,0.5,0.7,46.62,2.196,0.148,28.533,33.098,5.082,"0.99;-0.192;0.203;0.041;0.98;-0.305;0.292;0.067;0.904;-0.37;0.33;0.052;0.764;-0.376;0.392;0.052;0.684;-0.371;0.378;0.047;0.547;-0.414;0.367;0.054;0.452;-0.373;0.372;0.057;0.374;-0.31;0.315;0.02"
2026-04-07 15:42:08.982,8,4,0.5,0.7,46.761,2.245,0.102,28.536,33.097,5.09,"1.012;-0.286;0.281;0.029;0.961;-0.357;0.334;0.058;0.877;-0.395;0.373;0.059;0.752;-0.41;0.436;0.057;0.641;-0.424;0.445;0.032;0.568;-0.385;0.391;0.054;0.448;-0.364;0.365;0.028;0.311;-0.301;0.324;0.043"
2026-04-07 15:42:09.987,8,4,0.5,0.7,46.901,2.29,0.053,28.539,33.097,5.097,"1.047;-0.308;0.348;0.047;0.998;-0.387;0.4;0.055;0.844;-0.457;0.417;0.059;0.77;-0.43;0.454;0.055;0.624;-0.465;0.453;0.031;0.552;-0.426;0.413;0.023;0.407;-0.395;0.36;0.026;0.266;-0.322;0.287;0.019"
2026-04-07 15:42:10.983,8,4,0.5,0.7,47.039,2.331,0.001,28.542,33.096,5.104,"1.047;-0.38;0.39;0.034;0.994;-0.457;0.434;0.045;0.882;-0.462;0.473;0.063;0.757;-0.489;0.461;0.061;0.597;-0.458;0.476;0.038;0.488;-0.405;0.436;0.03;0.403;-0.394;0.343;0.007;0.263;-0.319;0.286;-0.001"
2026-04-07 15:42:11.983,8,4,0.5,0.7,47.175,2.367,-0.054,28.545,33.096,5.112,"1.067;-0.432;0.435;0.052;0.939;-0.474;0.45;0.062;0.831;-0.517;0.509;0.043;0.739;-0.47;0.473;0.056;0.574;-0.472;0.484;0.047;0.448;-0.404;0.433;0.028;0.317;-0.398;0.362;0.036;0.237;-0.304;0.303;-0.003"
2026-04-07 15:42:12.982,8,4,0.5,0.7,47.309,2.4,-0.112,28.548,33.095,5.119,"1.026;-0.484;0.48;0.059;0.937;-0.514;0.493;0.066;0.836;-0.516;0.517;0.061;0.71;-0.489;0.48;0.026;0.538;-0.487;0.465;0.031;0.46;-0.442;0.451;0.025;0.313;-0.379;0.359;0.02;0.232;-0.331;0.316;-0.01"
2026-04-07 15:42:13.985,8,4,0.5,0.7,47.441,2.428,-0.172,28.551,33.094,5.126,"1.073;-0.543;0.53;0.068;0.936;-0.555;0.565;0.057;0.783;-0.517;0.552;0.058;0.666;-0.526;0.495;0.037;0.522;-0.461;0.483;0.048;0.407;-0.405;0.406;0.023;0.26;-0.343;0.345;0.02;0.191;-0.314;0.312;-0.008"
2026-04-07 15:42:14.988,8,4,0.5,0.7,47.571,2.452,-0.235,28.554,33.094,5.133,"1.033;-0.553;0.573;0.042;0.892;-0.559;0.585;0.028;0.778;-0.541;0.559;0.036;0.641;-0.55;0.499;0.028;0.502;-0.503;0.477;0.02;0.354;-0.437;0.417;0.022;0.239;-0.364;0.341;0.011;0.126;-0.298;0.29;-0.018"
2026-04-07 15:42:15.986,8,4,0.5,0.7,47.698,2.471,-0.299,28.557,33.093,5.141,"1.009;-0.58;0.567;0.049;0.846;-0.565;0.593;0.025;0.754;-0.58;0.555;0.027;0.584;-0.527;0.537;0.047;0.453;-0.451;0.507;0.015;0.299;-0.392;0.405;0.017;0.217;-0.374;0.377;0.01;0.111;-0.301;0.279;-0.004"
2026-04-07 15:42:16.982,8,4,0.5,0.7,47.823,2.485,-0.365,28.56,33.092,5.148,"0.987;-0.635;0.603;0.048;0.824;-0.623;0.623;0.031;0.696;-0.602;0.559;0.044;0.545;-0.538;0.55;0.006;0.427;-0.498;0.49;0.005;0.282;-0.429;0.384;0.023;0.152;-0.317;0.361;-0.008;0.038;-0.244;0.267;0.002"
2026-04-07 15:42:17.982,8,4,0.5,0.7,47.946,2.495,-0.433,28.563,33.091,5.155,"0.931;-0.623;0.652;0.044;0.773;-0.639;0.625;0.047;0.656;-0.599;0.58;0.046;0.48;-0.507;0.533;0.023;0.36;-0.452;0.478;0.001;0.24;-0.39;0.372;-0.017;0.122;-0.314;0.307;-0.021;0.056;-0.249;0.238;-0.031"
2026-04-07 15:42:18.982,8,4,0.5,0.7,48.066,2.5,-0.502,28.565,33.09,5.162,"0.936;-0.656;0.649;0.027;0.726;-0.654;0.637;0.024;0.602;-0.605;0.611;0.038;0.423;-0.552;0.534;0.022;0.311;-0.431;0.434;-0.01;0.193;-0.412;0.388;-0.014;0.062;-0.333;0.292;-0.03;-0.0;-0.235;0.225;-0.035"
2026-04-07 15:42:19.983,8,4,0.5,0.7,48.183,2.499,-0.572,28.568,33.09,5.169,"0.878;-0.679;0.689;0.057;0.722;-0.658;0.635;0.04;0.527;-0.609;0.609;0.005;0.406;-0.549;0.551;0.026;0.278;-0.445;0.442;0.006;0.139;-0.354;0.37;-0.027;0.033;-0.297;0.309;-0.001;-0.016;-0.196;0.242;-0.011"
2026-04-07 15:42:20.987,8,4,0.5,0.7,48.297,2.494,-0.644,28.571,33.089,5.176,"0.814;-0.663;0.657;0.027;0.638;-0.659;0.654;0.009;0.487;-0.588;0.571;0.011;0.321;-0.518;0.484;0.014;0.213;-0.417;0.434;-0.021;0.111;-0.368;0.366;-0.009;-0.031;-0.3;0.297;-0.039;-0.081;-0.174;0.199;-0.037"
2026-04-07 15:42:21.985,8,4,0.5,0.7,48.408,2.484,-0.715,28.574,33.088,5.183,"0.781;-0.698;0.677;0.012;0.592;-0.622;0.657;0.012;0.442;-0.557;0.586;0.02;0.298;-0.466;0.515;0.011;0.161;-0.418;0.399;-0.019;0.055;-0.361;0.325;-0.02;-0.066;-0.277;0.272;-0.009;-0.106;-0.158;0.156;-0.023"
2026-04-07 15:42:22.986,8,4,0.5,0.7,48.517,2.469,-0.787,28.577,33.087,5.19,"0.705;-0.716;0.707;0.021;0.507;-0.622;0.628;0.028;0.375;-0.575;0.58;0.006;0.208;-0.506;0.499;0.016;0.096;-0.407;0.396;-0.002;0.002;-0.31;0.284;-0.016;-0.127;-0.225;0.212;-0.046;-0.161;-0.176;0.167;-0.019"
2026-04-07 15:42:23.982,8,4,0.5,0.7,48.622,2.449,-0.859,28.58,33.086,5.197,"0.612;-0.719;0.694;0.031;0.472;-0.638;0.636;0.019;0.278;-0.531;0.545;-0.004;0.157;-0.436;0.43;-0.027;0.007;-0.36;0.377;-0.027;-0.101;-0.288;0.316;-0.044;-0.151;-0.223;0.242;-0.019;-0.167;-0.137;0.119;-0.053"
2026-04-07 15:42:24.982,8,4,0.5,0.7,48.723,2.425,-0.931,28.583,33.085,5.204,"0.565;-0.698;0.652;-0.002;0.419;-0.622;0.61;-0.008;0.237;-0.499;0.528;-0.007;0.083;-0.467;0.46;-0.009;-0.054;-0.356;0.356;-0.024;-0.144;-0.297;0.296;-0.028;-0.208;-0.185;0.176;-0.054;-0.238;-0.149;0.142;-0.043"
2026-04-07 15:42:25.983,8,4,0.5,0.7,48.822,2.396,-1.002,28.586,33.084,5.211,"0.478;-0.648;0.677;0.012;0.337;-0.58;0.6;-0.01;0.141;-0.486;0.509;-0.002;0.051;-0.426;0.391;-0.037;-0.097;-0.336;0.349;-0.016;-0.194;-0.213;0.249;-0.048;-0.214;-0.175;0.157;-0.022;-0.295;-0.124;0.115;-0.062"
2026-04-07 15:42:26.982,8,4,0.5,0.7,48.917,2.363,-1.073,28.589,33.083,5.217,"0.432;-0.638;0.645;0.003;0.239;-0.539;0.564;-0.004;0.125;-0.469;0.459;0.0;-0.048;-0.371;0.373;-0.041;-0.165;-0.286;0.319;-0.027;-0.214;-0.226;0.245;-0.057;-0.295;-0.127;0.142;-0.025;-0.281;-0.07;0.062;-0.038"
2026-04-07 15:42:27.983,8,4,0.5,0.7,49.008,2.326,-1.142,28.592,33.081,5.224,"0.371;-0.663;0.652;0.02;0.172;-0.545;0.57;0.007;0.041;-0.422;0.429;-0.012;-0.079;-0.364;0.356;-0.038;-0.22;-0.285;0.247;-0.024;-0.303;-0.167;0.17;-0.032;-0.291;-0.092;0.101;-0.059;-0.324;-0.04;0.063;-0.037"
2026-04-07 15:42:28.982,8,4,0.5,0.7,49.096,2.284,-1.211,28.594,33.08,5.231,"0.285;-0.599;0.62;-0.022;0.124;-0.503;0.508;-0.024;-0.025;-0.422;0.429;-0.014;-0.176;-0.355;0.308;-0.047;-0.266;-0.211;0.233;-0.036;-0.325;-0.16;0.184;-0.06;-0.329;-0.07;0.098;-0.061;-0.382;-0.063;0.058;-0.054"
2026-04-07 15:42:29.983,8,4,0.5,0.7,49.18,2.239,-1.277,28.597,33.079,5.238,"0.163;-0.578;0.611;-0.022;0.025;-0.478;0.481;-0.035;-0.136;-0.401;0.378;-0.025;-0.209;-0.32;0.277;-0.017;-0.316;-0.21;0.213;-0.026;-0.366;-0.155;0.159;-0.042;-0.421;-0.089;0.077;-0.06;-0.395;-0.014;0.006;-0.052"
2026-04-07 15:42:30.986,8,4,0.5,0.7,49.261,2.19,-1.343,28.6,33.078,5.244,"0.118;-0.542;0.556;-0.023;-0.071;-0.458;0.467;-0.023;-0.181;-0.356;0.338;-0.036;-0.272;-0.282;0.281;-0.047;-0.378;-0.205;0.171;-0.054;-0.441;-0.095;0.078;-0.042;-0.414;-0.022;0.068;-0.033;-0.449;-0.025;-0.023;-0.041"
2026-04-07 15:42:31.986,8,4,0.5,0.7,49.337,2.138,-1.406,28.603,33.076,5.251,"0.019;-0.547;0.527;0.0;-0.155;-0.444;0.429;-0.032;-0.253;-0.335;0.326;-0.032;-0.374;-0.258;0.247;-0.061;-0.419;-0.167;0.12;-0.027;-0.455;-0.083;0.069;-0.056;-0.461;-0.047;0.022;-0.032;-0.45;0.023;-0.034;-0.032"
2026-04-07 15:42:32.987,8,4,0.5,0.7,49.41,2.082,-1.467,28.606,33.075,5.257,"-0.07;-0.462;0.513;-0.023;-0.194;-0.385;0.352;-0.012;-0.318;-0.273;0.308;-0.048;-0.416;-0.171;0.194;-0.058;-0.488;-0.13;0.115;-0.056;-0.496;-0.071;0.081;-0.049;-0.522;-0.004;0.018;-0.045;-0.486;0.023;-0.004;-0.066"
2026-04-07 15:42:33.986,8,4,0.5,0.7,49.479,2.024,-1.526,28.608,33.074,5.263,"-0.154;-0.421;0.476;-0.041;-0.289;-0.332;0.365;-0.015;-0.402;-0.231;0.225;-0.037;-0.482;-0.133;0.172;-0.049;-0.545;-0.114;0.11;-0.033;-0.566;-0.007;0.029;-0.059;-0.548;0.03;-0.034;-0.053;-0.502;0.026;-0.034;-0.043"
2026-04-07 15:42:34.986,8,4,0.5,0.7,49.543,1.963,-1.582,28.611,33.072,5.27,"-0.239;-0.43;0.408;-0.046;-0.354;-0.275;0.281;-0.031;-0.471;-0.187;0.214;-0.043;-0.541;-0.155;0.152;-0.059;-0.602;-0.051;0.039;-0.058;-0.597;-0.019;-0.007;-0.064;-0.578;0.026;-0.069;-0.034;-0.486;0.039;-0.039;-0.064"
2026-04-07 15:42:35.983,8,4,0.5,0.7,49.604,1.9,-1.635,28.614,33.071,5.276,"-0.356;-0.384;0.369;-0.037;-0.444;-0.241;0.287;-0.05;-0.547;-0.161;0.18;-0.064;-0.62;-0.08;0.078;-0.057;-0.592;-0.047;0.014;-0.07;-0.624;0.037;-0.039;-0.041;-0.564;0.053;-0.063;-0.036;-0.498;0.105;-0.055;-0.053"
