timestamp,depth,water_temp,quality_flag
2026-05-02 12:14:07.311,12.546,28.042,1.0
2026-05-02 12:14:08.309,12.686,28.047,1.0
2026-05-02 12:14:09.311,12.881,28.067,1.0
2026-05-02 12:14:10.312,13.008,28.049,1.0
2026-05-02 12:14:11.310,13.084,28.062,1.0
2026-05-02 12:14:12.310,13.177,28.068,1.0
2026-05-02 12:14:13.311,13.3,28.077,1.0
2026-05-02 12:14:14.310,13.356,28.11,1.0
2026-05-02 12:14:15.310,13.423,28.086,1.0
2026-05-02 12:14:16.310,13.407,28.121,1.0
2026-05-02 12:14:17.310,13.485,28.12,1.0
2026-05-02 12:14:18.311,13.529,28.141,1.0
2026-05-02 12:14:19.312,13.454,28.14,1.0
2026-05-02 12:14:20.311,13.521,28.148,1.0
2026-05-02 12:14:21.311,13.498,28.155,1.0
2026-05-02 12:14:22.311,13.386,28.143,1.0
2026-05-02 12:14:23.310,13.315,28.154,1.0
2026-05-02 12:14:24.310,13.268,28.171,1.0
2026-05-02 12:14:25.310,13.166,28.191,1.0
2026-05-02 12:14:26.311,13.084,28.193,1.0
2026-05-02 12:14:27.310,13.051,28.217,1.0
2026-05-02 12:14:28.311,12.913,28.208,1.0
2026-05-02 12:14:29.312,12.799,28.217,1.0
2026-05-02 12:14:30.311,12.606,28.216,1.0
2026-05-02 12:14:31.311,12.466,28.237,1.0
2026-05-02 12:14:32.311,12.391,28.229,1.0
2026-05-02 12:14:33.311,12.227,28.22,1.0
2026-05-02 12:14:34.311,12.041,28.223,1.0
2026-05-02 12:14:35.311,11.929,28.259,1.0
2026-05-02 12:14:36.311,11.786,28.263,1.0
2026-05-02 12:14:37.310,11.597,28.244,1.0
2026-05-02 12:14:38.310,11.433,28.243,1.0
2026-05-02 12:14:39.310,11.289,28.26,1.0
2026-05-02 12:14:40.311,11.185,28.279,1.0
2026-05-02 12:14:41.310,11.09,28.26,1.0
2026-05-02 12:14:42.310,10.985,28.261,1.0
2026-05-02 12:14:43.311,10.822,28.283,1.0
2026-05-02 12:14:44.310,10.726,28.274,1.0
2026-05-02 12:14:45.311,10.663,28.285,1.0
2026-05-02 12:14:46.311,10.673,28.308,1.0
2026-05-02 12:14:47.310,10.581,28.296,1.0
2026-05-02 12:14:48.310,10.575,28.278,1.0
2026-05-02 12:14:49.311,10.519,28.288,1.0
2026-05-02 12:14:50.310,10.55,28.291,1.0
2026-05-02 12:14:51.311,10.548,28.296,1.0
2026-05-02 12:14:52.310,10.49,28.317,1.0
2026-05-02 12:14:53.310,10.598,28.294,1.0
2026-05-02 12:14:54.310,10.619,28.285,1.0
2026-05-02 12:14:55.310,10.648,28.312,1.0
2026-05-02 12:14:56.310,10.802,28.288,1.0
2026-05-02 12:14:57.311,10.872,28.308,1.0
2026-05-02 12:14:58.311,10.926,28.317,1.0
2026-05-02 12:14:59.311,11.047,28.311,1.0
2026-05-02 12:15:00.311,11.215,28.289,1.0
2026-05-02 12:15:01.312,11.329,28.303,1.0
2026-05-02 12:15:02.311,11.476,28.28,1.0
2026-05-02 12:15:03.311,11.546,28.296,1.0
2026-05-02 12:15:04.310,11.72,28.277,1.0
2026-05-02 12:15:05.311,11.923,28.293,1.0
2026-05-02 12:15:06.311,12.042,28.272,1.0
2026-05-02 12:15:07.311,12.126,28.295,1.0
2026-05-02 12:15:08.310,12.328,28.278,1.0
2026-05-02 12:15:09.311,12.5,28.264,1.0
2026-05-02 12:15:10.312,12.657,28.266,1.0
2026-05-02 12:15:11.311,12.749,28.267,1.0
2026-05-02 12:15:12.311,12.824,28.277,1.0
2026-05-02 12:15:13.310,13.016,28.248,1.0
2026-05-02 12:15:14.311,13.089,28.25,1.0
2026-05-02 12:15:15.310,13.195,28.258,1.0
2026-05-02 12:15:16.310,13.276,28.231,1.0
2026-05-02 12:15:17.311,13.376,28.232,1.0
2026-05-02 12:15:18.310,13.378,28.228,1.0
2026-05-02 12:15:19.311,13.431,28.218,1.0
2026-05-02 12:15:20.313,13.531,28.235,1.0
2026-05-02 12:15:21.311,13.486,28.225,1.0
2026-05-02 12:15:22.311,13.488,28.227,1.0
2026-05-02 12:15:23.310,13.489,28.205,1.0
2026-05-02 12:15:24.310,13.429,28.181,1.0
2026-05-02 12:15:25.311,13.443,28.18,1.0
2026-05-02 12:15:26.311,13.384,28.201,1.0
2026-05-02 12:15:27.310,13.25,28.171,1.0
2026-05-02 12:15:28.311,13.198,28.153,1.0
2026-05-02 12:15:29.311,13.106,28.17,1.0
2026-05-02 12:15:30.311,12.976,28.171,1.0
2026-05-02 12:15:31.311,12.858,28.125,1.0
2026-05-02 12:15:32.311,12.783,28.127,1.0
2026-05-02 12:15:33.310,12.625,28.122,1.0
2026-05-02 12:15:34.310,12.486,28.123,1.0
2026-05-02 12:15:35.310,12.341,28.128,1.0
2026-05-02 12:15:36.310,12.165,28.103,1.0
2026-05-02 12:15:37.311,12.031,28.083,1.0
2026-05-02 12:15:38.310,11.927,28.103,1.0
2026-05-02 12:15:39.311,11.692,28.066,1.0
2026-05-02 12:15:40.311,11.589,28.06,1.0
2026-05-02 12:15:41.311,11.491,28.079,1.0
2026-05-02 12:15:42.310,11.286,28.054,1.0
2026-05-02 12:15:43.310,11.195,28.053,1.0
2026-05-02 12:15:44.310,11.061,28.033,1.0
2026-05-02 12:15:45.311,10.971,28.026,1.0
2026-05-02 12:15:46.311,10.821,28.003,1.0
2026-05-02 12:15:47.310,10.753,28.025,1.0
2026-05-02 12:15:48.310,10.655,28.015,1.0
2026-05-02 12:15:49.311,10.655,27.974,1.0
2026-05-02 12:15:50.310,10.588,27.982,1.0
2026-05-02 12:15:51.310,10.53,27.975,1.0
2026-05-02 12:15:52.311,10.532,27.971,1.0
2026-05-02 12:15:53.310,10.476,27.94,1.0
2026-05-02 12:15:54.310,10.479,27.959,1.0
2026-05-02 12:15:55.311,10.541,27.942,1.0
2026-05-02 12:15:56.311,10.553,27.938,1.0
2026-05-02 12:15:57.310,10.614,27.917,1.0
2026-05-02 12:15:58.311,10.724,27.894,1.0
2026-05-02 12:15:59.311,10.757,27.882,1.0
2026-05-02 12:16:00.311,10.874,27.907,1.0
2026-05-02 12:16:01.311,10.978,27.9,1.0
2026-05-02 12:16:02.310,11.028,27.885,1.0
2026-05-02 12:16:03.311,11.181,27.871,1.0
2026-05-02 12:16:04.311,11.304,27.857,1.0
2026-05-02 12:16:05.311,11.431,27.863,1.0
2026-05-02 12:16:06.313,11.592,27.835,1.0
2026-05-02 12:16:07.310,11.741,27.839,1.0
2026-05-02 12:16:08.311,11.86,27.812,1.0
2026-05-02 12:16:09.310,12.054,27.82,1.0
2026-05-02 12:16:10.313,12.199,27.82,1.0
2026-05-02 12:16:11.311,12.366,27.799,1.0
2026-05-02 12:16:12.310,12.524,27.788,1.0
2026-05-02 12:16:13.311,12.668,27.798,1.0
2026-05-02 12:16:14.311,12.807,27.802,1.0
2026-05-02 12:16:15.311,12.851,27.779,1.0
2026-05-02 12:16:16.311,12.976,27.775,1.0
2026-05-02 12:16:17.310,13.096,27.786,1.0
2026-05-02 12:16:18.310,13.193,27.773,1.0
2026-05-02 12:16:19.311,13.28,27.75,1.0
2026-05-02 12:16:20.311,13.318,27.77,1.0
2026-05-02 12:16:21.309,13.456,27.755,1.0
2026-05-02 12:16:22.311,13.426,27.731,1.0
2026-05-02 12:16:23.311,13.513,27.744,1.0
2026-05-02 12:16:24.312,13.538,27.737,1.0
2026-05-02 12:16:25.311,13.524,27.733,1.0
2026-05-02 12:16:26.313,13.447,27.744,1.0
2026-05-02 12:16:27.311,13.414,27.722,1.0
2026-05-02 12:16:28.309,13.429,27.729,1.0
2026-05-02 12:16:29.309,13.39,27.699,1.0
2026-05-02 12:16:30.309,13.288,27.717,1.0
2026-05-02 12:16:31.309,13.185,27.719,1.0
2026-05-02 12:16:32.308,13.132,27.726,1.0
2026-05-02 12:16:33.311,13.006,27.726,1.0
2026-05-02 12:16:34.310,12.841,27.688,1.0
2026-05-02 12:16:35.311,12.716,27.698,1.0
2026-05-02 12:16:36.310,12.613,27.705,1.0
2026-05-02 12:16:37.311,12.481,27.691,1.0
2026-05-02 12:16:38.310,12.339,27.711,1.0
2026-05-02 12:16:39.340,12.182,27.713,1.0
2026-05-02 12:16:40.309,12.012,27.684,1.0
2026-05-02 12:16:41.309,11.87,27.683,1.0
2026-05-02 12:16:42.310,11.731,27.689,1.0
2026-05-02 12:16:43.310,11.615,27.706,1.0
2026-05-02 12:16:44.309,11.446,27.715,1.0
2026-05-02 12:16:45.309,11.279,27.71,1.0
2026-05-02 12:16:46.309,11.166,27.713,1.0
2026-05-02 12:16:47.310,11.078,27.701,1.0
2026-05-02 12:16:48.311,10.934,27.694,1.0
2026-05-02 12:16:49.311,10.879,27.714,1.0
2026-05-02 12:16:50.311,10.718,27.7,1.0
2026-05-02 12:16:51.311,10.681,27.705,1.0
2026-05-02 12:16:52.310,10.62,27.706,1.0
2026-05-02 12:16:53.309,10.531,27.741,1.0
2026-05-02 12:16:54.309,10.496,27.711,1.0
2026-05-02 12:16:55.313,10.465,27.745,1.0
2026-05-02 12:16:56.311,10.539,27.734,1.0
2026-05-02 12:16:57.309,10.51,27.757,1.0
2026-05-02 12:16:58.311,10.545,27.728,1.0
2026-05-02 12:16:59.308,10.559,27.747,1.0
2026-05-02 12:17:00.311,10.59,27.762,1.0
2026-05-02 12:17:01.310,10.678,27.777,1.0
2026-05-02 12:17:02.311,10.82,27.78,1.0
2026-05-02 12:17:03.309,10.869,27.751,1.0
2026-05-02 12:17:04.309,10.972,27.769,1.0
2026-05-02 12:17:05.309,11.132,27.787,1.0
2026-05-02 12:17:06.309,11.179,27.783,1.0
2026-05-02 12:17:07.309,11.327,27.775,1.0
2026-05-02 12:17:08.309,11.503,27.818,1.0
2026-05-02 12:17:09.309,11.642,27.815,1.0
2026-05-02 12:17:10.309,11.735,27.811,1.0
2026-05-02 12:17:11.309,11.883,27.816,1.0
2026-05-02 12:17:12.309,12.037,27.815,1.0
2026-05-02 12:17:13.310,12.179,27.841,1.0
2026-05-02 12:17:14.309,12.328,27.825,1.0
2026-05-02 12:17:15.309,12.553,27.851,1.0
2026-05-02 12:17:16.309,12.608,27.855,1.0
2026-05-02 12:17:17.309,12.816,27.876,1.0
2026-05-02 12:17:18.309,12.86,27.869,1.0
2026-05-02 12:17:19.314,13.006,27.872,1.0
2026-05-02 12:17:20.312,13.164,27.882,1.0
2026-05-02 12:17:21.314,13.246,27.894,1.0
2026-05-02 12:17:22.310,13.263,27.909,1.0
2026-05-02 12:17:23.311,13.411,27.903,1.0
2026-05-02 12:17:24.312,13.389,27.932,1.0
2026-05-02 12:17:25.311,13.496,27.948,1.0
2026-05-02 12:17:26.312,13.461,27.938,1.0
2026-05-02 12:17:27.311,13.476,27.933,1.0
2026-05-02 12:17:28.312,13.455,27.959,1.0
2026-05-02 12:17:29.311,13.52,27.987,1.0
2026-05-02 12:17:30.311,13.399,27.989,1.0
2026-05-02 12:17:31.311,13.348,27.991,1.0
2026-05-02 12:17:32.311,13.366,27.988,1.0
2026-05-02 12:17:33.311,13.285,27.995,1.0
2026-05-02 12:17:34.311,13.158,27.999,1.0
2026-05-02 12:17:35.311,13.083,28.007,1.0
2026-05-02 12:17:36.311,12.935,28.017,1.0
2026-05-02 12:17:37.311,12.859,28.041,1.0
