timestamp,num_cells,num_beams,cell_size_m,blanking_distance_m,heading_deg,pitch_deg,roll_deg,temperature_c,salinity_psu,pressure_dbar,velocity_profile
2026-04-18 20:27:16.051,8,4,0.5,0.7,45.599,1.776,0.366,28.512,33.1,5.03,"0.756;0.226;-0.245;0.018;0.776;0.068;-0.068;0.037;0.743;-0.043;0.003;0.028;0.767;-0.119;0.094;0.058;0.669;-0.175;0.201;0.056;0.651;-0.25;0.198;0.051;0.559;-0.249;0.238;0.052;0.424;-0.214;0.238;0.053"
2026-04-18 20:27:17.051,8,4,0.5,0.7,45.747,1.843,0.346,28.515,33.1,5.037,"0.784;0.179;-0.162;0.029;0.818;0.027;-0.011;0.018;0.795;-0.079;0.096;0.046;0.74;-0.158;0.154;0.025;0.722;-0.222;0.219;0.063;0.626;-0.276;0.273;0.057;0.521;-0.269;0.295;0.05;0.436;-0.287;0.271;0.04"
2026-04-18 20:27:18.052,8,4,0.5,0.7,45.895,1.908,0.323,28.518,33.099,5.045,"0.825;0.116;-0.118;0.039;0.87;-0.031;0.014;0.031;0.828;-0.105;0.104;0.043;0.751;-0.181;0.184;0.051;0.699;-0.24;0.242;0.032;0.636;-0.275;0.305;0.045;0.55;-0.268;0.264;0.064;0.45;-0.275;0.27;0.033"
2026-04-18 20:27:19.051,8,4,0.5,0.7,46.043,1.971,0.296,28.521,33.099,5.052,"0.856;0.054;-0.048;0.045;0.897;-0.056;0.102;0.035;0.83;-0.189;0.178;0.03;0.813;-0.265;0.241;0.04;0.683;-0.301;0.271;0.033;0.592;-0.308;0.328;0.05;0.498;-0.303;0.326;0.041;0.396;-0.266;0.293;0.03"
2026-04-18 20:27:20.053,8,4,0.5,0.7,46.189,2.031,0.264,28.524,33.099,5.06,"0.917;-0.026;0.058;0.02;0.929;-0.135;0.167;0.024;0.856;-0.253;0.223;0.044;0.814;-0.295;0.312;0.047;0.729;-0.309;0.321;0.049;0.602;-0.354;0.302;0.032;0.501;-0.308;0.31;0.028;0.404;-0.292;0.291;0.022"
2026-04-18 20:27:21.055,8,4,0.5,0.7,46.334,2.089,0.229,28.527,33.098,5.067,"0.949;-0.095;0.127;0.043;0.949;-0.222;0.226;0.057;0.874;-0.303;0.288;0.058;0.82;-0.353;0.338;0.031;0.73;-0.329;0.343;0.032;0.584;-0.379;0.329;0.042;0.473;-0.328;0.31;0.035;0.368;-0.294;0.282;0.043"
2026-04-18 20:27:22.049,8,4,0.5,0.7,46.478,2.144,0.19,28.53,33.098,5.075,"0.991;-0.137;0.132;0.028;0.974;-0.279;0.251;0.051;0.85;-0.315;0.302;0.044;0.82;-0.361;0.369;0.056;0.682;-0.386;0.373;0.054;0.566;-0.345;0.365;0.044;0.463;-0.333;0.371;0.032;0.391;-0.321;0.321;0.028"
2026-04-18 20:27:23.047,8,4,0.5,0.7,46.62,2.196,0.148,28.533,33.098,5.082,"0.988;-0.202;0.224;0.037;0.958;-0.32;0.327;0.035;0.909;-0.342;0.362;0.04;0.789;-0.417;0.387;0.063;0.677;-0.376;0.389;0.031;0.585;-0.377;0.363;0.049;0.481;-0.378;0.344;0.03;0.33;-0.336;0.292;0.026"
2026-04-18 20:27:24.049,8,4,0.5,0.7,46.762,2.245,0.102,28.536,33.097,5.09,"1.02;-0.294;0.255;0.039;0.943;-0.37;0.324;0.047;0.887;-0.397;0.405;0.035;0.765;-0.415;0.404;0.03;0.661;-0.398;0.437;0.047;0.546;-0.374;0.398;0.032;0.406;-0.356;0.365;0.054;0.308;-0.29;0.324;0.032"
2026-04-18 20:27:25.054,8,4,0.5,0.7,46.901,2.29,0.053,28.539,33.097,5.097,"1.068;-0.356;0.361;0.042;0.988;-0.422;0.422;0.058;0.854;-0.423;0.411;0.044;0.761;-0.477;0.475;0.034;0.632;-0.421;0.449;0.054;0.5;-0.428;0.393;0.03;0.422;-0.396;0.341;0.049;0.27;-0.318;0.332;0.031"
