timestamp,depth,temp,cond,salinity,density,soundvel
2026-04-18 19:11:22.795,2.53,28.143,4.216,32.498,1020.57,1535.021
2026-04-18 19:11:23.793,2.724,28.111,4.212,32.466,1020.581,1534.942
2026-04-18 19:11:24.793,2.861,28.091,4.212,32.466,1020.577,1534.839
2026-04-18 19:11:25.794,2.985,28.09,4.207,32.492,1020.596,1535.02
2026-04-18 19:11:26.794,3.086,28.116,4.207,32.476,1020.586,1535.137
2026-04-18 19:11:27.794,3.197,28.074,4.222,32.474,1020.62,1534.953
2026-04-18 19:11:28.794,3.265,28.058,4.226,32.467,1020.653,1534.922
2026-04-18 19:11:29.794,3.359,28.1,4.23,32.498,1020.642,1535.119
2026-04-18 19:11:30.794,3.358,28.091,4.226,32.471,1020.65,1535.046
2026-04-18 19:11:31.795,3.424,28.086,4.221,32.492,1020.633,1535.085
2026-04-18 19:11:32.794,3.407,28.083,4.223,32.49,1020.647,1535.121
2026-04-18 19:11:33.793,3.382,28.101,4.224,32.462,1020.627,1535.041
2026-04-18 19:11:34.795,3.419,28.111,4.228,32.462,1020.618,1535.09
2026-04-18 19:11:35.794,3.356,28.083,4.224,32.461,1020.641,1535.083
2026-04-18 19:11:36.794,3.36,28.124,4.237,32.447,1020.61,1535.02
2026-04-18 19:11:37.794,3.304,28.15,4.235,32.46,1020.59,1535.073
2026-04-18 19:11:38.794,3.255,28.169,4.24,32.431,1020.571,1535.133
2026-04-18 19:11:39.794,3.214,28.131,4.241,32.452,1020.588,1535.163
2026-04-18 19:11:40.794,3.226,28.147,4.232,32.412,1020.538,1535.119
2026-04-18 19:11:41.794,3.196,28.173,4.246,32.43,1020.544,1535.104
2026-04-18 19:11:42.799,3.152,28.188,4.235,32.418,1020.572,1535.252
2026-04-18 19:11:43.794,3.119,28.193,4.242,32.388,1020.544,1535.255
2026-04-18 19:11:44.794,3.11,28.214,4.253,32.377,1020.54,1535.216
2026-04-18 19:11:45.793,3.093,28.215,4.24,32.369,1020.504,1535.146
2026-04-18 19:11:46.793,3.075,28.197,4.252,32.388,1020.511,1535.089
2026-04-18 19:11:47.793,3.039,28.251,4.24,32.378,1020.483,1535.25
2026-04-18 19:11:48.791,3.026,28.244,4.251,32.352,1020.483,1535.329
2026-04-18 19:11:49.792,2.992,28.228,4.25,32.357,1020.514,1535.221
2026-04-18 19:11:50.794,2.997,28.228,4.246,32.328,1020.451,1535.128
2026-04-18 19:11:51.791,2.946,28.251,4.25,32.334,1020.456,1535.32
2026-04-18 19:11:52.791,2.916,28.297,4.243,32.306,1020.422,1535.41
2026-04-18 19:11:53.791,2.821,28.271,4.252,32.327,1020.455,1535.176
2026-04-18 19:11:54.791,2.755,28.324,4.255,32.283,1020.401,1535.284
2026-04-18 19:11:55.799,2.659,28.325,4.251,32.284,1020.414,1535.336
2026-04-18 19:11:56.792,2.55,28.328,4.255,32.27,1020.372,1535.351
2026-04-18 19:11:57.792,2.447,28.342,4.245,32.288,1020.37,1535.424
2026-04-18 19:11:58.794,2.299,28.393,4.252,32.254,1020.331,1535.349
2026-04-18 19:11:59.793,2.154,28.427,4.248,32.253,1020.315,1535.57
2026-04-18 19:12:00.793,2.029,28.436,4.242,32.242,1020.292,1535.425
2026-04-18 19:12:01.793,1.852,28.439,4.253,32.245,1020.3,1535.526
2026-04-18 19:12:02.794,1.662,28.496,4.253,32.226,1020.281,1535.47
2026-04-18 19:12:03.794,1.515,28.537,4.248,32.221,1020.224,1535.717
2026-04-18 19:12:04.793,1.358,28.527,4.251,32.202,1020.237,1535.593
2026-04-18 19:12:05.794,1.174,28.575,4.238,32.189,1020.211,1535.639
2026-04-18 19:12:06.793,1.016,28.623,4.244,32.182,1020.179,1535.766
2026-04-18 19:12:07.793,0.842,28.607,4.245,32.173,1020.152,1535.736
2026-04-18 19:12:08.793,0.73,28.645,4.242,32.147,1020.147,1535.778
2026-04-18 19:12:09.793,0.61,28.679,4.236,32.173,1020.101,1535.864
2026-04-18 19:12:10.793,0.475,28.684,4.227,32.138,1020.075,1535.71
2026-04-18 19:12:11.793,0.418,28.687,4.23,32.14,1020.06,1535.864
2026-04-18 19:12:12.793,0.339,28.724,4.235,32.133,1020.044,1535.847
2026-04-18 19:12:13.793,0.36,28.686,4.236,32.118,1020.072,1535.759
2026-04-18 19:12:14.795,0.296,28.721,4.233,32.107,1020.076,1535.869
2026-04-18 19:12:15.794,0.3,28.723,4.225,32.128,1020.084,1535.827
2026-04-18 19:12:16.794,0.337,28.705,4.228,32.117,1020.039,1535.795
2026-04-18 19:12:17.793,0.416,28.658,4.216,32.082,1020.038,1535.651
2026-04-18 19:12:18.796,0.451,28.695,4.22,32.081,1020.071,1535.812
2026-04-18 19:12:19.794,0.489,28.696,4.215,32.068,1020.048,1535.66
2026-04-18 19:12:20.794,0.576,28.666,4.217,32.091,1020.091,1535.586
2026-04-18 19:12:21.793,0.683,28.641,4.206,32.08,1020.054,1535.7
2026-04-18 19:12:22.794,0.787,28.637,4.206,32.072,1020.073,1535.638
2026-04-18 19:12:23.794,0.863,28.597,4.193,32.044,1020.038,1535.511
2026-04-18 19:12:24.793,0.918,28.573,4.205,32.034,1020.077,1535.414
2026-04-18 19:12:25.793,1.006,28.568,4.188,32.065,1020.057,1535.455
2026-04-18 19:12:26.794,1.12,28.581,4.192,32.053,1020.068,1535.502
2026-04-18 19:12:27.794,1.189,28.542,4.181,32.037,1020.056,1535.364
2026-04-18 19:12:28.794,1.246,28.554,4.178,32.042,1020.061,1535.516
2026-04-18 19:12:29.793,1.323,28.536,4.175,32.014,1020.096,1535.312
2026-04-18 19:12:30.794,1.334,28.528,4.183,32.009,1020.066,1535.36
2026-04-18 19:12:31.794,1.425,28.477,4.178,32.007,1020.074,1535.256
2026-04-18 19:12:32.793,1.479,28.473,4.177,32.014,1020.072,1535.207
2026-04-18 19:12:33.794,1.52,28.482,4.172,32.011,1020.11,1535.236
2026-04-18 19:12:34.794,1.578,28.472,4.174,32.005,1020.113,1535.226
2026-04-18 19:12:35.793,1.613,28.426,4.17,31.981,1020.09,1535.067
2026-04-18 19:12:36.793,1.7,28.412,4.173,32.001,1020.102,1535.065
2026-04-18 19:12:37.793,1.74,28.438,4.169,31.978,1020.076,1535.141
2026-04-18 19:12:38.793,1.825,28.383,4.164,32.001,1020.114,1535.087
2026-04-18 19:12:39.793,1.913,28.353,4.157,31.974,1020.113,1534.916
2026-04-18 19:12:40.794,2.016,28.361,4.148,31.989,1020.151,1534.972
2026-04-18 19:12:41.793,2.094,28.365,4.146,31.964,1020.103,1535.012
2026-04-18 19:12:42.794,2.207,28.302,4.152,31.992,1020.171,1534.808
2026-04-18 19:12:43.793,2.332,28.28,4.151,31.949,1020.122,1534.832
2026-04-18 19:12:44.793,2.493,28.285,4.156,31.972,1020.179,1534.858
2026-04-18 19:12:45.795,2.603,28.254,4.142,31.951,1020.168,1534.656
2026-04-18 19:12:46.793,2.795,28.206,4.15,31.972,1020.208,1534.604
2026-04-18 19:12:47.793,2.933,28.21,4.139,31.939,1020.137,1534.595
2026-04-18 19:12:48.793,3.08,28.155,4.132,31.942,1020.203,1534.467
2026-04-18 19:12:49.793,3.225,28.118,4.141,31.927,1020.211,1534.456
2026-04-18 19:12:50.794,3.343,28.088,4.135,31.931,1020.187,1534.303
2026-04-18 19:12:51.793,3.479,28.048,4.134,31.933,1020.234,1534.371
2026-04-18 19:12:52.793,3.551,28.079,4.143,31.944,1020.242,1534.485
2026-04-18 19:12:53.793,3.653,28.018,4.129,31.939,1020.269,1534.33
2026-04-18 19:12:54.793,3.697,28.033,4.138,31.934,1020.235,1534.222
2026-04-18 19:12:55.793,3.792,27.995,4.143,31.908,1020.239,1534.082
2026-04-18 19:12:56.793,3.789,27.969,4.123,31.902,1020.221,1534.061
2026-04-18 19:12:57.795,3.823,27.977,4.129,31.906,1020.215,1534.164
2026-04-18 19:12:58.793,3.805,27.949,4.132,31.899,1020.261,1534.109
2026-04-18 19:12:59.794,3.727,27.974,4.127,31.87,1020.182,1534.095
2026-04-18 19:13:00.793,3.66,27.968,4.138,31.861,1020.186,1534.056
