[System]
Platform=SEANO USV
Start_Time=2026-04-18 19:11:20
Timezone=WIB

[Sensor]
Name=ADCP

[Columns]
Timestamp(WIB)	NumCells	NumBeams	CellSizeM	BlankingDistanceM	HeadingDeg	PitchDeg	RollDeg	TemperatureC	SalinityPSU	PressureDbar	VelocityProfile

[Data]
2026-04-18 19:11:22.791	8	4	0.5	0.7	45.45	1.709	0.381	28.509	33.1	5.023	0.689;0.274;-0.296;0.007;0.734;0.173;-0.152;0.026;0.739;0.053;-0.066;0.027;0.704;-0.082;0.059;0.055;0.695;-0.132;0.119;0.047;0.61;-0.169;0.181;0.062;0.561;-0.211;0.236;0.069;0.43;-0.208;0.217;0.058
2026-04-18 19:11:23.791	8	4	0.5	0.7	45.599	1.776	0.366	28.512	33.1	5.03	0.74;0.213;-0.208;0.002;0.791;0.117;-0.069;0.041;0.765;-0.009;0.037;0.038;0.734;-0.124;0.088;0.032;0.705;-0.149;0.198;0.038;0.628;-0.228;0.249;0.036;0.54;-0.247;0.213;0.031;0.44;-0.213;0.216;0.066
2026-04-18 19:11:24.791	8	4	0.5	0.7	45.747	1.843	0.346	28.515	33.1	5.037	0.779;0.178;-0.184;0.013;0.791;0.04;-0.061;0.018;0.815;-0.1;0.062;0.048;0.762;-0.14;0.175;0.056;0.675;-0.208;0.245;0.06;0.65;-0.236;0.242;0.045;0.55;-0.295;0.235;0.038;0.424;-0.264;0.286;0.054
2026-04-18 19:11:25.791	8	4	0.5	0.7	45.895	1.908	0.323	28.518	33.099	5.045	0.825;0.08;-0.093;0.024;0.834;-0.01;0.011;0.018;0.8;-0.101;0.12;0.038;0.768;-0.218;0.198;0.06;0.679;-0.238;0.26;0.048;0.646;-0.255;0.268;0.058;0.548;-0.315;0.272;0.04;0.407;-0.294;0.269;0.055
2026-04-18 19:11:26.791	8	4	0.5	0.7	46.043	1.971	0.296	28.521	33.099	5.052	0.868;0.027;-0.025;0.015;0.893;-0.109;0.064;0.039;0.831;-0.166;0.202;0.053;0.767;-0.23;0.233;0.046;0.729;-0.269;0.287;0.068;0.638;-0.315;0.295;0.064;0.492;-0.33;0.299;0.028;0.412;-0.275;0.313;0.046
2026-04-18 19:11:27.792	8	4	0.5	0.7	46.189	2.031	0.264	28.524	33.099	5.06	0.905;-0.028;0.027;0.044;0.916;-0.125;0.172;0.036;0.888;-0.202;0.236;0.04;0.77;-0.306;0.27;0.052;0.696;-0.323;0.318;0.053;0.625;-0.323;0.333;0.036;0.521;-0.35;0.344;0.037;0.381;-0.298;0.293;0.057
2026-04-18 19:11:28.791	8	4	0.5	0.7	46.334	2.089	0.229	28.527	33.098	5.067	0.986;-0.086;0.081;0.053;0.939;-0.197;0.224;0.057;0.896;-0.29;0.266;0.045;0.793;-0.305;0.341;0.054;0.723;-0.35;0.35;0.055;0.6;-0.364;0.345;0.043;0.514;-0.354;0.353;0.045;0.359;-0.306;0.325;0.035
2026-04-18 19:11:29.791	8	4	0.5	0.7	46.478	2.144	0.19	28.53	33.098	5.075	0.999;-0.164;0.175;0.03;0.918;-0.244;0.278;0.052;0.874;-0.31;0.341;0.065;0.808;-0.34;0.376;0.053;0.717;-0.39;0.364;0.067;0.581;-0.348;0.35;0.032;0.451;-0.362;0.337;0.033;0.396;-0.336;0.287;0.015
2026-04-18 19:11:30.791	8	4	0.5	0.7	46.62	2.196	0.148	28.533	33.098	5.082	1.009;-0.247;0.244;0.04;0.967;-0.292;0.328;0.059;0.859;-0.341;0.346;0.068;0.784;-0.363;0.403;0.04;0.69;-0.393;0.429;0.04;0.6;-0.4;0.379;0.057;0.435;-0.382;0.362;0.051;0.319;-0.341;0.299;0.03
2026-04-18 19:11:31.792	8	4	0.5	0.7	46.762	2.245	0.102	28.536	33.097	5.09	1.03;-0.27;0.297;0.042;0.97;-0.35;0.34;0.063;0.884;-0.413;0.426;0.064;0.776;-0.403;0.409;0.032;0.692;-0.437;0.4;0.055;0.561;-0.424;0.431;0.025;0.444;-0.338;0.346;0.041;0.331;-0.312;0.289;0.037
2026-04-18 19:11:32.791	8	4	0.5	0.7	46.901	2.29	0.053	28.539	33.097	5.097	1.042;-0.334;0.363;0.067;0.955;-0.371;0.396;0.043;0.897;-0.439;0.444;0.04;0.788;-0.47;0.476;0.053;0.667;-0.448;0.465;0.057;0.516;-0.416;0.425;0.046;0.411;-0.383;0.379;0.044;0.27;-0.306;0.294;0.012
2026-04-18 19:11:33.791	8	4	0.5	0.7	47.039	2.331	0.001	28.542	33.096	5.104	1.083;-0.373;0.412;0.069;0.991;-0.445;0.413;0.036;0.862;-0.457;0.487;0.053;0.717;-0.476;0.498;0.039;0.6;-0.44;0.454;0.046;0.491;-0.429;0.426;0.023;0.407;-0.347;0.343;0.03;0.286;-0.325;0.289;0.023
2026-04-18 19:11:34.791	8	4	0.5	0.7	47.175	2.367	-0.054	28.545	33.096	5.112	1.068;-0.409;0.424;0.046;0.974;-0.451;0.477;0.03;0.837;-0.473;0.514;0.047;0.699;-0.489;0.466;0.026;0.578;-0.489;0.481;0.029;0.471;-0.431;0.444;0.013;0.335;-0.373;0.393;0.029;0.235;-0.299;0.309;0.017
2026-04-18 19:11:35.791	8	4	0.5	0.7	47.309	2.4	-0.112	28.548	33.095	5.119	1.026;-0.453;0.481;0.066;0.929;-0.531;0.501;0.048;0.811;-0.536;0.521;0.049;0.668;-0.529;0.509;0.037;0.534;-0.494;0.46;0.039;0.422;-0.411;0.433;0.015;0.337;-0.392;0.358;0.002;0.207;-0.298;0.283;0.005
2026-04-18 19:11:36.791	8	4	0.5	0.7	47.441	2.428	-0.172	28.551	33.094	5.126	1.048;-0.498;0.505;0.031;0.901;-0.525;0.564;0.034;0.814;-0.535;0.526;0.027;0.635;-0.503;0.544;0.055;0.543;-0.505;0.501;0.043;0.411;-0.438;0.435;0.013;0.27;-0.381;0.34;-0.007;0.16;-0.326;0.296;-0.004
2026-04-18 19:11:37.791	8	4	0.5	0.7	47.571	2.452	-0.235	28.554	33.094	5.133	1.027;-0.587;0.56;0.034;0.911;-0.593;0.574;0.062;0.792;-0.542;0.584;0.058;0.611;-0.505;0.522;0.043;0.487;-0.487;0.509;0.045;0.357;-0.399;0.443;0.03;0.243;-0.374;0.373;-0.01;0.121;-0.312;0.261;-0.015
2026-04-18 19:11:38.791	8	4	0.5	0.7	47.698	2.471	-0.299	28.557	33.093	5.141	0.988;-0.57;0.565;0.054;0.847;-0.562;0.563;0.04;0.75;-0.589;0.583;0.027;0.607;-0.509;0.548;0.015;0.453;-0.51;0.487;0.041;0.301;-0.437;0.407;-0.001;0.225;-0.35;0.362;-0.003;0.127;-0.265;0.252;-0.008
2026-04-18 19:11:39.791	8	4	0.5	0.7	47.823	2.485	-0.365	28.56	33.092	5.148	1.0;-0.637;0.614;0.051;0.823;-0.608;0.63;0.025;0.668;-0.605;0.57;0.022;0.537;-0.555;0.536;0.044;0.405;-0.458;0.504;0.009;0.3;-0.423;0.383;0.012;0.161;-0.322;0.326;0.008;0.067;-0.288;0.247;0.004
2026-04-18 19:11:40.791	8	4	0.5	0.7	47.946	2.495	-0.433	28.563	33.091	5.155	0.921;-0.625;0.652;0.032;0.799;-0.649;0.615;0.051;0.637;-0.613;0.583;0.019;0.467;-0.532;0.533;0.02;0.371;-0.497;0.485;0.009;0.227;-0.408;0.421;-0.005;0.102;-0.314;0.334;-0.025;0.007;-0.25;0.262;-0.009
2026-04-18 19:11:41.791	8	4	0.5	0.7	48.066	2.5	-0.502	28.565	33.09	5.162	0.895;-0.639;0.682;0.05;0.762;-0.635;0.625;0.031;0.619;-0.587;0.579;0.036;0.445;-0.5;0.544;0.0;0.328;-0.476;0.442;-0.005;0.161;-0.407;0.357;0.015;0.07;-0.322;0.336;-0.031;0.005;-0.223;0.262;-0.032
2026-04-18 19:11:42.796	8	4	0.5	0.7	48.183	2.499	-0.573	28.568	33.09	5.169	0.853;-0.678;0.65;0.035;0.705;-0.643;0.649;0.024;0.565;-0.578;0.605;0.04;0.387;-0.516;0.532;-0.006;0.24;-0.421;0.467;-0.003;0.154;-0.367;0.387;-0.018;0.041;-0.314;0.285;0.001;-0.065;-0.235;0.23;-0.032
2026-04-18 19:11:43.791	8	4	0.5	0.7	48.297	2.494	-0.644	28.571	33.089	5.176	0.833;-0.691;0.677;0.04;0.636;-0.655;0.657;0.045;0.493;-0.602;0.558;0.005;0.367;-0.491;0.482;-0.005;0.222;-0.431;0.439;-0.002;0.081;-0.357;0.359;0.003;-0.024;-0.291;0.282;-0.025;-0.083;-0.232;0.221;-0.034
2026-04-18 19:11:44.791	8	4	0.5	0.7	48.408	2.484	-0.715	28.574	33.088	5.183	0.78;-0.718;0.719;0.011;0.576;-0.635;0.627;0.037;0.428;-0.582;0.57;0.008;0.309;-0.483;0.467;-0.007;0.139;-0.402;0.42;-0.009;0.033;-0.322;0.339;-0.007;-0.047;-0.241;0.242;-0.014;-0.143;-0.214;0.21;-0.046
2026-04-18 19:11:45.791	8	4	0.5	0.7	48.517	2.469	-0.787	28.577	33.087	5.19	0.724;-0.667;0.702;0.044;0.549;-0.606;0.609;0.006;0.385;-0.574;0.536;0.002;0.203;-0.45;0.455;0.013;0.094;-0.395;0.414;-0.02;-0.029;-0.317;0.285;-0.023;-0.083;-0.24;0.212;-0.024;-0.146;-0.158;0.152;-0.023
2026-04-18 19:11:46.791	8	4	0.5	0.7	48.622	2.449	-0.859	28.58	33.086	5.197	0.613;-0.678;0.706;0.023;0.48;-0.6;0.641;0.031;0.332;-0.515;0.536;0.009;0.144;-0.468;0.483;-0.006;0.025;-0.379;0.347;-0.037;-0.06;-0.266;0.3;-0.029;-0.171;-0.211;0.196;-0.015;-0.198;-0.132;0.154;-0.038
2026-04-18 19:11:47.791	8	4	0.5	0.7	48.723	2.425	-0.931	28.583	33.085	5.204	0.577;-0.664;0.669;0.033;0.377;-0.614;0.604;0.004;0.225;-0.535;0.549;0.006;0.072;-0.464;0.427;-0.032;-0.041;-0.33;0.368;-0.027;-0.136;-0.258;0.279;-0.021;-0.188;-0.167;0.181;-0.055;-0.251;-0.116;0.11;-0.042
2026-04-18 19:11:48.789	8	4	0.5	0.7	48.822	2.396	-1.002	28.586	33.084	5.211	0.492;-0.665;0.7;0.026;0.322;-0.58;0.568;0.009;0.182;-0.502;0.477;-0.005;0.055;-0.401;0.429;-0.034;-0.085;-0.3;0.353;-0.038;-0.165;-0.216;0.271;-0.037;-0.261;-0.191;0.151;-0.052;-0.243;-0.08;0.129;-0.038
2026-04-18 19:11:49.790	8	4	0.5	0.7	48.917	2.363	-1.073	28.589	33.083	5.217	0.402;-0.643;0.681;0.013;0.234;-0.596;0.552;0.006;0.117;-0.459;0.495;0.005;-0.052;-0.399;0.382;-0.016;-0.161;-0.288;0.276;-0.012;-0.229;-0.202;0.238;-0.051;-0.263;-0.165;0.161;-0.036;-0.305;-0.115;0.091;-0.028
2026-04-18 19:11:50.791	8	4	0.5	0.7	49.008	2.326	-1.142	28.592	33.081	5.224	0.334;-0.62;0.655;0.002;0.2;-0.533;0.524;-0.005;0.042;-0.45;0.425;-0.012;-0.089;-0.33;0.351;-0.007;-0.184;-0.28;0.263;-0.016;-0.266;-0.179;0.17;-0.037;-0.339;-0.131;0.126;-0.061;-0.321;-0.091;0.037;-0.034
2026-04-18 19:11:51.790	8	4	0.5	0.7	49.096	2.284	-1.211	28.594	33.08	5.231	0.244;-0.639;0.619;-0.002;0.082;-0.525;0.518;0.001;-0.023;-0.419;0.449;-0.031;-0.178;-0.352;0.323;-0.024;-0.243;-0.227;0.211;-0.046;-0.311;-0.142;0.19;-0.059;-0.358;-0.124;0.082;-0.054;-0.349;-0.069;0.033;-0.033
2026-04-18 19:11:52.789	8	4	0.5	0.7	49.18	2.239	-1.277	28.597	33.079	5.238	0.196;-0.569;0.572;-0.017;0.028;-0.479;0.493;-0.016;-0.115;-0.374;0.389;-0.026;-0.248;-0.28;0.268;-0.052;-0.332;-0.235;0.191;-0.023;-0.355;-0.129;0.16;-0.027;-0.393;-0.068;0.066;-0.041;-0.386;-0.013;0.029;-0.036
2026-04-18 19:11:53.789	8	4	0.5	0.7	49.261	2.19	-1.343	28.6	33.078	5.244	0.079;-0.57;0.536;-0.022;-0.035;-0.436;0.431;-0.01;-0.22;-0.382;0.364;-0.032;-0.326;-0.281;0.254;-0.054;-0.349;-0.166;0.172;-0.028;-0.436;-0.095;0.113;-0.036;-0.412;-0.03;0.05;-0.041;-0.442;0.015;0.021;-0.068
2026-04-18 19:11:54.789	8	4	0.5	0.7	49.337	2.138	-1.406	28.603	33.076	5.251	0.027;-0.491;0.495;0.002;-0.164;-0.433;0.419;-0.031;-0.276;-0.317;0.296;-0.039;-0.349;-0.243;0.212;-0.026;-0.424;-0.165;0.164;-0.043;-0.443;-0.093;0.104;-0.042;-0.472;-0.046;-0.004;-0.043;-0.472;-0.009;-0.019;-0.05
2026-04-18 19:11:55.794	8	4	0.5	0.7	49.41	2.082	-1.467	28.606	33.075	5.257	-0.069;-0.495;0.473;-0.015;-0.232;-0.407;0.371;-0.039;-0.35;-0.308;0.285;-0.041;-0.397;-0.217;0.222;-0.035;-0.484;-0.105;0.128;-0.051;-0.5;-0.043;0.077;-0.044;-0.492;0.016;0.01;-0.042;-0.438;0.041;-0.022;-0.052
2026-04-18 19:11:56.788	8	4	0.5	0.7	49.479	2.024	-1.525	28.608	33.074	5.263	-0.142;-0.469;0.42;-0.012;-0.317;-0.354;0.365;-0.015;-0.408;-0.231;0.275;-0.051;-0.472;-0.166;0.146;-0.054;-0.543;-0.077;0.105;-0.051;-0.528;-0.029;-0.002;-0.06;-0.54;-0.007;0.004;-0.05;-0.46;0.021;-0.061;-0.06
2026-04-18 19:11:57.789	8	4	0.5	0.7	49.543	1.963	-1.582	28.611	33.072	5.27	-0.217;-0.423;0.429;-0.031;-0.383;-0.29;0.289;-0.021;-0.465;-0.197;0.214;-0.038;-0.525;-0.139;0.133;-0.038;-0.574;-0.074;0.03;-0.037;-0.596;0.007;-0.019;-0.041;-0.563;0.055;-0.051;-0.035;-0.532;0.079;-0.046;-0.038
2026-04-18 19:11:58.791	8	4	0.5	0.7	49.604	1.9	-1.635	28.614	33.071	5.276	-0.349;-0.339;0.384;-0.038;-0.459;-0.282;0.25;-0.053;-0.52;-0.163;0.172;-0.064;-0.588;-0.08;0.11;-0.044;-0.636;-0.024;0.012;-0.057;-0.585;0.045;-0.046;-0.047;-0.583;0.085;-0.034;-0.064;-0.513;0.053;-0.082;-0.054
2026-04-18 19:11:59.791	8	4	0.5	0.7	49.66	1.835	-1.685	28.617	33.07	5.282	-0.416;-0.341;0.308;-0.053;-0.51;-0.248;0.237;-0.045;-0.587;-0.132;0.152;-0.036;-0.675;-0.082;0.031;-0.058;-0.632;0.027;0.011;-0.053;-0.648;0.028;-0.057;-0.035;-0.619;0.094;-0.075;-0.035;-0.551;0.125;-0.072;-0.049
2026-04-18 19:12:00.791	8	4	0.5	0.7	49.713	1.768	-1.732	28.62	33.068	5.288	-0.481;-0.262;0.3;-0.054;-0.586;-0.198;0.152;-0.031;-0.643;-0.102;0.103;-0.032;-0.688;-0.047;0.002;-0.047;-0.71;0.048;-0.037;-0.061;-0.69;0.103;-0.09;-0.04;-0.591;0.083;-0.109;-0.049;-0.562;0.099;-0.127;-0.052
2026-04-18 19:12:01.791	8	4	0.5	0.7	49.761	1.7	-1.776	28.622	33.067	5.295	-0.571;-0.257;0.245;-0.06;-0.673;-0.117;0.136;-0.052;-0.749;-0.027;0.063;-0.064;-0.757;-0.015;-0.03;-0.04;-0.747;0.051;-0.075;-0.031;-0.711;0.083;-0.079;-0.044;-0.658;0.141;-0.119;-0.026;-0.538;0.136;-0.137;-0.03
2026-04-18 19:12:02.791	8	4	0.5	0.7	49.804	1.631	-1.816	28.625	33.065	5.301	-0.684;-0.169;0.167;-0.054;-0.708;-0.103;0.088;-0.045;-0.767;-0.03;0.015;-0.037;-0.802;0.045;-0.036;-0.043;-0.735;0.07;-0.07;-0.035;-0.742;0.107;-0.119;-0.06;-0.639;0.159;-0.139;-0.053;-0.533;0.161;-0.106;-0.01
2026-04-18 19:12:03.791	8	4	0.5	0.7	49.844	1.561	-1.852	28.628	33.064	5.307	-0.706;-0.151;0.16;-0.066;-0.789;-0.081;0.061;-0.066;-0.82;-0.009;0.013;-0.067;-0.853;0.055;-0.07;-0.042;-0.813;0.094;-0.106;-0.04;-0.728;0.163;-0.164;-0.05;-0.677;0.156;-0.174;-0.017;-0.555;0.124;-0.161;-0.026
2026-04-18 19:12:04.791	8	4	0.5	0.7	49.879	1.491	-1.885	28.63	33.062	5.312	-0.818;-0.08;0.108;-0.045;-0.839;-0.043;-0.011;-0.032;-0.874;0.048;-0.024;-0.045;-0.861;0.073;-0.118;-0.039;-0.818;0.156;-0.133;-0.047;-0.728;0.148;-0.147;-0.037;-0.629;0.128;-0.153;-0.04;-0.555;0.148;-0.131;-0.007
2026-04-18 19:12:05.791	8	4	0.5	0.7	49.909	1.422	-1.914	28.633	33.061	5.318	-0.872;-0.045;0.027;-0.04;-0.909;0.042;-0.003;-0.069;-0.938;0.092;-0.099;-0.032;-0.89;0.105;-0.128;-0.038;-0.84;0.136;-0.173;-0.057;-0.755;0.138;-0.168;-0.05;-0.663;0.188;-0.184;-0.027;-0.57;0.17;-0.171;0.004
2026-04-18 19:12:06.791	8	4	0.5	0.7	49.936	1.352	-1.939	28.636	33.059	5.324	-0.956;0.001;0.005;-0.041;-0.951;0.034;-0.079;-0.057;-0.939;0.093;-0.133;-0.039;-0.884;0.177;-0.159;-0.023;-0.82;0.189;-0.198;-0.036;-0.751;0.162;-0.17;-0.042;-0.657;0.16;-0.19;-0.037;-0.56;0.142;-0.162;-0.004
