timestamp,num_cells,num_beams,cell_size_m,blanking_distance_m,heading_deg,pitch_deg,roll_deg,temperature_c,salinity_psu,pressure_dbar,velocity_profile
2026-04-18 17:49:55.137,8,4,0.5,0.7,45.599,1.776,0.366,28.512,33.1,5.03,"0.74;0.207;-0.227;0.002;0.792;0.087;-0.097;0.024;0.775;-0.017;0.022;0.043;0.749;-0.116;0.138;0.03;0.688;-0.179;0.191;0.058;0.612;-0.2;0.219;0.033;0.546;-0.219;0.255;0.046;0.451;-0.259;0.258;0.066"
2026-04-18 17:49:56.140,8,4,0.5,0.7,45.747,1.843,0.346,28.515,33.1,5.037,"0.809;0.186;-0.175;0.034;0.791;0.051;-0.046;0.05;0.809;-0.1;0.069;0.049;0.762;-0.155;0.178;0.06;0.684;-0.226;0.229;0.031;0.627;-0.238;0.258;0.033;0.516;-0.277;0.286;0.049;0.462;-0.282;0.281;0.061"
2026-04-18 17:49:57.140,8,4,0.5,0.7,45.895,1.908,0.323,28.518,33.099,5.045,"0.828;0.071;-0.083;0.042;0.837;-0.037;0.021;0.049;0.839;-0.15;0.119;0.031;0.744;-0.191;0.209;0.036;0.69;-0.247;0.242;0.06;0.638;-0.252;0.309;0.066;0.504;-0.309;0.313;0.032;0.409;-0.26;0.253;0.053"
2026-04-18 17:49:58.140,8,4,0.5,0.7,46.043,1.971,0.296,28.521,33.099,5.052,"0.86;0.031;-0.061;0.023;0.889;-0.093;0.11;0.036;0.836;-0.163;0.191;0.038;0.797;-0.217;0.268;0.059;0.712;-0.301;0.317;0.037;0.593;-0.283;0.278;0.038;0.517;-0.329;0.32;0.053;0.415;-0.276;0.288;0.045"
2026-04-18 17:49:59.139,8,4,0.5,0.7,46.189,2.031,0.264,28.524,33.099,5.06,"0.915;-0.059;0.045;0.043;0.927;-0.167;0.143;0.036;0.87;-0.243;0.243;0.047;0.8;-0.315;0.315;0.038;0.684;-0.323;0.31;0.061;0.601;-0.337;0.332;0.04;0.484;-0.333;0.342;0.059;0.423;-0.277;0.316;0.058"
2026-04-18 17:50:00.141,8,4,0.5,0.7,46.334,2.089,0.229,28.527,33.098,5.067,"0.965;-0.079;0.101;0.023;0.954;-0.211;0.174;0.05;0.873;-0.27;0.28;0.042;0.809;-0.344;0.336;0.065;0.723;-0.328;0.374;0.031;0.619;-0.366;0.342;0.045;0.498;-0.309;0.325;0.037;0.371;-0.316;0.315;0.057"
2026-04-18 17:50:01.141,8,4,0.5,0.7,46.478,2.144,0.19,28.53,33.098,5.075,"0.958;-0.185;0.181;0.061;0.918;-0.225;0.236;0.051;0.867;-0.333;0.301;0.051;0.766;-0.382;0.376;0.045;0.708;-0.395;0.373;0.057;0.595;-0.365;0.384;0.049;0.45;-0.353;0.34;0.037;0.393;-0.304;0.324;0.048"
2026-04-18 17:50:02.135,8,4,0.5,0.7,46.62,2.196,0.148,28.533,33.098,5.082,"1.022;-0.235;0.234;0.053;0.937;-0.305;0.321;0.063;0.881;-0.374;0.364;0.047;0.788;-0.374;0.378;0.053;0.667;-0.426;0.4;0.066;0.582;-0.4;0.366;0.036;0.469;-0.352;0.375;0.04;0.354;-0.325;0.332;0.04"
2026-04-18 17:50:03.140,8,4,0.5,0.7,46.762,2.245,0.102,28.536,33.097,5.09,"1.05;-0.264;0.29;0.044;0.975;-0.356;0.361;0.057;0.91;-0.384;0.377;0.067;0.792;-0.422;0.45;0.055;0.69;-0.403;0.416;0.046;0.558;-0.421;0.415;0.042;0.452;-0.362;0.366;0.047;0.34;-0.296;0.323;0.04"
2026-04-18 17:50:04.138,8,4,0.5,0.7,46.901,2.29,0.053,28.539,33.097,5.097,"1.037;-0.338;0.318;0.03;0.963;-0.377;0.41;0.061;0.893;-0.407;0.42;0.032;0.744;-0.47;0.455;0.044;0.636;-0.448;0.458;0.058;0.526;-0.393;0.436;0.029;0.407;-0.391;0.352;0.014;0.319;-0.307;0.345;0.039"
2026-04-18 17:50:05.139,8,4,0.5,0.7,47.039,2.331,0.001,28.542,33.096,5.104,"1.065;-0.388;0.376;0.058;0.986;-0.424;0.449;0.044;0.882;-0.473;0.478;0.061;0.742;-0.468;0.473;0.064;0.626;-0.442;0.451;0.047;0.493;-0.44;0.398;0.044;0.388;-0.355;0.35;0.027;0.256;-0.339;0.304;0.02"
2026-04-18 17:50:06.140,8,4,0.5,0.7,47.175,2.367,-0.054,28.545,33.096,5.112,"1.056;-0.449;0.423;0.061;0.954;-0.488;0.496;0.058;0.824;-0.523;0.467;0.051;0.72;-0.49;0.463;0.06;0.594;-0.486;0.452;0.032;0.472;-0.452;0.434;0.025;0.333;-0.346;0.348;0.009;0.217;-0.333;0.298;0.018"
