[System]
Platform=SEANO USV
Start_Time=2026-03-27 07:44:28
Timezone=WIB

[Sensor]
Name=CTD

[Columns]
Timestamp(WIB)	Depth	Temp	Cond	Salinity	Density	SoundVel

[Data]
2026-03-27 07:44:30.800	2.69	28.148	4.213	32.49	1020.603	1535.015
2026-03-27 07:44:31.800	2.815	28.128	4.205	32.5	1020.642	1535.068
2026-03-27 07:44:32.800	2.955	28.11	4.211	32.471	1020.582	1534.943
2026-03-27 07:44:33.800	3.106	28.101	4.214	32.487	1020.615	1535.043
2026-03-27 07:44:34.800	3.196	28.061	4.225	32.493	1020.622	1535.006
2026-03-27 07:44:35.800	3.299	28.094	4.215	32.465	1020.613	1534.963
2026-03-27 07:44:36.800	3.33	28.068	4.22	32.473	1020.617	1534.901
2026-03-27 07:44:37.800	3.391	28.079	4.222	32.497	1020.626	1535.046
2026-03-27 07:44:38.800	3.379	28.057	4.221	32.459	1020.601	1534.917
2026-03-27 07:44:39.801	3.434	28.065	4.226	32.467	1020.616	1535.007
2026-03-27 07:44:40.800	3.416	28.093	4.237	32.462	1020.594	1535.013
2026-03-27 07:44:41.801	3.42	28.125	4.226	32.449	1020.59	1535.126
2026-03-27 07:44:42.800	3.36	28.138	4.235	32.445	1020.577	1535.14
2026-03-27 07:44:43.801	3.347	28.145	4.234	32.459	1020.576	1535.191
2026-03-27 07:44:44.800	3.33	28.14	4.234	32.428	1020.554	1535.198
2026-03-27 07:44:45.800	3.293	28.116	4.238	32.428	1020.6	1535.082
2026-03-27 07:44:46.800	3.244	28.142	4.233	32.438	1020.592	1535.205
2026-03-27 07:44:47.800	3.199	28.142	4.234	32.42	1020.591	1535.149
2026-03-27 07:44:48.800	3.199	28.176	4.247	32.416	1020.54	1535.211
2026-03-27 07:44:49.800	3.136	28.177	4.238	32.403	1020.543	1535.227
2026-03-27 07:44:50.800	3.099	28.192	4.239	32.415	1020.556	1535.13
2026-03-27 07:44:51.801	3.098	28.2	4.238	32.401	1020.547	1535.194
2026-03-27 07:44:52.800	3.07	28.231	4.246	32.391	1020.516	1535.33
2026-03-27 07:44:53.800	3.064	28.195	4.254	32.359	1020.519	1535.193
2026-03-27 07:44:54.800	3.057	28.235	4.253	32.374	1020.517	1535.317
2026-03-27 07:44:55.800	3.014	28.258	4.247	32.376	1020.503	1535.27
2026-03-27 07:44:56.800	3.047	28.226	4.245	32.357	1020.467	1535.145
2026-03-27 07:44:57.800	2.987	28.231	4.248	32.349	1020.495	1535.2
2026-03-27 07:44:58.800	2.974	28.235	4.239	32.318	1020.476	1535.147
2026-03-27 07:44:59.800	2.9	28.279	4.259	32.319	1020.42	1535.276
2026-03-27 07:45:00.800	2.863	28.308	4.254	32.314	1020.44	1535.368
2026-03-27 07:45:01.800	2.736	28.319	4.257	32.297	1020.392	1535.303
2026-03-27 07:45:02.800	2.653	28.318	4.249	32.297	1020.429	1535.395
2026-03-27 07:45:03.800	2.546	28.333	4.252	32.266	1020.375	1535.321
2026-03-27 07:45:04.800	2.476	28.359	4.251	32.263	1020.387	1535.316
2026-03-27 07:45:05.800	2.305	28.366	4.245	32.257	1020.355	1535.419
2026-03-27 07:45:06.800	2.147	28.387	4.245	32.246	1020.347	1535.389
2026-03-27 07:45:07.800	2.008	28.408	4.243	32.25	1020.291	1535.461
2026-03-27 07:45:08.800	1.865	28.438	4.249	32.246	1020.298	1535.542
2026-03-27 07:45:09.800	1.645	28.49	4.256	32.239	1020.292	1535.509
2026-03-27 07:45:10.800	1.482	28.513	4.249	32.227	1020.242	1535.553
2026-03-27 07:45:11.800	1.302	28.532	4.236	32.204	1020.234	1535.497
2026-03-27 07:45:12.800	1.163	28.588	4.239	32.188	1020.188	1535.651
2026-03-27 07:45:13.800	0.997	28.572	4.237	32.168	1020.168	1535.51
2026-03-27 07:45:14.801	0.868	28.619	4.234	32.182	1020.161	1535.71
2026-03-27 07:45:15.800	0.709	28.626	4.233	32.146	1020.138	1535.646
2026-03-27 07:45:16.800	0.582	28.682	4.238	32.139	1020.101	1535.811
2026-03-27 07:45:17.801	0.529	28.646	4.227	32.163	1020.124	1535.74
2026-03-27 07:45:18.800	0.447	28.669	4.241	32.146	1020.076	1535.816
2026-03-27 07:45:19.800	0.391	28.68	4.239	32.118	1020.046	1535.665
2026-03-27 07:45:20.800	0.331	28.671	4.222	32.138	1020.08	1535.668
2026-03-27 07:45:21.800	0.295	28.683	4.218	32.109	1020.074	1535.717
2026-03-27 07:45:22.800	0.308	28.697	4.218	32.095	1020.032	1535.756
2026-03-27 07:45:23.800	0.351	28.689	4.217	32.099	1020.08	1535.779
2026-03-27 07:45:24.804	0.367	28.678	4.222	32.102	1020.055	1535.661
2026-03-27 07:45:25.800	0.424	28.655	4.219	32.104	1020.061	1535.678
2026-03-27 07:45:26.804	0.537	28.637	4.212	32.097	1020.076	1535.66
2026-03-27 07:45:27.805	0.595	28.641	4.22	32.086	1020.082	1535.553
2026-03-27 07:45:28.800	0.655	28.636	4.209	32.08	1020.074	1535.495
2026-03-27 07:45:29.800	0.747	28.603	4.213	32.069	1020.047	1535.555
2026-03-27 07:45:30.800	0.878	28.608	4.194	32.049	1020.057	1535.497
2026-03-27 07:45:31.800	0.953	28.576	4.191	32.052	1020.091	1535.347
2026-03-27 07:45:32.800	1.041	28.545	4.196	32.05	1020.067	1535.384
2026-03-27 07:45:33.801	1.1	28.549	4.195	32.037	1020.081	1535.416
2026-03-27 07:45:34.800	1.153	28.539	4.185	32.04	1020.083	1535.339
2026-03-27 07:45:35.804	1.215	28.543	4.18	32.045	1020.061	1535.447
2026-03-27 07:45:36.800	1.299	28.5	4.176	32.008	1020.083	1535.282
2026-03-27 07:45:37.800	1.341	28.512	4.173	32.027	1020.115	1535.389
2026-03-27 07:45:38.800	1.435	28.52	4.176	32.028	1020.076	1535.355
2026-03-27 07:45:39.800	1.443	28.495	4.171	32.009	1020.101	1535.303
2026-03-27 07:45:40.801	1.543	28.456	4.18	32.001	1020.108	1535.241
2026-03-27 07:45:41.800	1.588	28.475	4.173	32.024	1020.1	1535.193
2026-03-27 07:45:42.802	1.617	28.417	4.161	31.997	1020.1	1535.138
2026-03-27 07:45:43.800	1.653	28.439	4.163	32.007	1020.115	1535.124
2026-03-27 07:45:44.801	1.752	28.408	4.165	31.984	1020.09	1535.024
2026-03-27 07:45:45.800	1.841	28.39	4.159	32.004	1020.106	1534.98
2026-03-27 07:45:46.800	1.91	28.368	4.164	31.97	1020.13	1534.898
2026-03-27 07:45:47.800	1.975	28.378	4.154	31.994	1020.105	1534.916
2026-03-27 07:45:48.800	2.136	28.329	4.151	31.988	1020.126	1534.836
2026-03-27 07:45:49.800	2.238	28.329	4.155	31.983	1020.131	1534.851
2026-03-27 07:45:51.692	2.325	28.295	4.145	31.978	1020.158	1534.75
2026-03-27 07:45:51.800	2.507	28.286	4.15	31.945	1020.159	1534.787
2026-03-27 07:45:52.800	2.601	28.248	4.137	31.949	1020.16	1534.69
2026-03-27 07:45:53.800	2.788	28.209	4.143	31.964	1020.158	1534.627
2026-03-27 07:45:54.800	2.936	28.16	4.145	31.941	1020.202	1534.541
2026-03-27 07:45:55.800	3.055	28.141	4.139	31.937	1020.204	1534.419
2026-03-27 07:45:56.800	3.191	28.115	4.143	31.949	1020.178	1534.517
2026-03-27 07:45:57.800	3.336	28.095	4.139	31.925	1020.219	1534.311
2026-03-27 07:45:58.800	3.466	28.048	4.133	31.932	1020.195	1534.325
2026-03-27 07:45:59.800	3.548	28.065	4.138	31.94	1020.208	1534.326
2026-03-27 07:46:00.806	3.658	28.054	4.129	31.913	1020.196	1534.398
2026-03-27 07:46:01.800	3.728	27.986	4.125	31.92	1020.214	1534.162
2026-03-27 07:46:02.800	3.793	27.99	4.137	31.908	1020.212	1534.084
2026-03-27 07:46:03.801	3.787	28.017	4.136	31.892	1020.213	1534.123
2026-03-27 07:46:04.800	3.824	27.948	4.14	31.917	1020.247	1534.071
2026-03-27 07:46:05.800	3.754	27.975	4.134	31.879	1020.202	1534.049
2026-03-27 07:46:06.800	3.727	27.992	4.131	31.9	1020.234	1534.056
2026-03-27 07:46:07.800	3.694	27.945	4.143	31.864	1020.187	1533.996
2026-03-27 07:46:08.800	3.597	27.975	4.145	31.861	1020.179	1534.096
2026-03-27 07:46:09.804	3.517	27.967	4.137	31.845	1020.179	1534.007
2026-03-27 07:46:10.800	3.389	27.968	4.13	31.846	1020.145	1534.002
2026-03-27 07:46:11.800	3.279	27.999	4.138	31.839	1020.139	1533.996
2026-03-27 07:46:12.800	3.108	28.045	4.14	31.829	1020.112	1534.06
2026-03-27 07:46:13.800	3.026	28.049	4.139	31.844	1020.149	1534.166
2026-03-27 07:46:14.800	2.884	28.03	4.138	31.826	1020.116	1533.935
2026-03-27 07:46:15.801	2.733	28.072	4.153	31.804	1020.065	1534.017
2026-03-27 07:46:16.803	2.617	28.07	4.14	31.81	1020.081	1534.116
2026-03-27 07:46:17.800	2.461	28.099	4.159	31.81	1020.081	1534.07
2026-03-27 07:46:18.801	2.37	28.063	4.153	31.787	1020.07	1534.036
2026-03-27 07:46:19.800	2.239	28.081	4.157	31.774	1020.012	1533.888
2026-03-27 07:46:20.800	2.187	28.088	4.163	31.776	1020.012	1534.064
2026-03-27 07:46:21.800	2.083	28.107	4.157	31.751	1019.975	1533.889
2026-03-27 07:46:22.800	1.979	28.117	4.161	31.756	1020.002	1533.916
2026-03-27 07:46:23.800	1.941	28.134	4.168	31.751	1020.012	1534.11
2026-03-27 07:46:24.801	1.857	28.13	4.159	31.74	1020.001	1533.889
2026-03-27 07:46:25.803	1.831	28.118	4.162	31.722	1019.975	1533.94
2026-03-27 07:46:26.800	1.739	28.15	4.167	31.698	1019.947	1533.955
2026-03-27 07:46:27.805	1.683	28.127	4.166	31.716	1019.934	1533.829
2026-03-27 07:46:28.800	1.626	28.151	4.165	31.702	1019.916	1533.865
2026-03-27 07:46:29.800	1.607	28.121	4.171	31.68	1019.911	1533.912
2026-03-27 07:46:30.800	1.518	28.157	4.179	31.668	1019.901	1533.91
2026-03-27 07:46:31.800	1.458	28.128	4.183	31.65	1019.878	1533.868
2026-03-27 07:46:32.800	1.379	28.156	4.185	31.665	1019.868	1533.903
2026-03-27 07:46:33.800	1.283	28.139	4.192	31.644	1019.867	1533.853
2026-03-27 07:46:34.801	1.208	28.156	4.182	31.648	1019.87	1533.779
2026-03-27 07:46:35.800	1.136	28.149	4.191	31.642	1019.826	1533.699
2026-03-27 07:46:36.804	1.023	28.155	4.191	31.608	1019.814	1533.705
2026-03-27 07:46:37.800	0.874	28.187	4.196	31.614	1019.796	1533.887
2026-03-27 07:46:38.803	0.803	28.17	4.196	31.614	1019.798	1533.779
2026-03-27 07:46:39.800	0.677	28.238	4.211	31.595	1019.761	1533.877
2026-03-27 07:46:40.800	0.623	28.216	4.201	31.569	1019.73	1533.891
2026-03-27 07:46:41.800	0.498	28.224	4.203	31.57	1019.739	1533.83
2026-03-27 07:46:42.801	0.455	28.215	4.202	31.587	1019.791	1533.838
2026-03-27 07:46:43.803	0.335	28.238	4.204	31.562	1019.739	1533.718
2026-03-27 07:46:44.800	0.299	28.217	4.205	31.56	1019.714	1533.769
2026-03-27 07:46:45.804	0.251	28.239	4.204	31.534	1019.684	1533.715
2026-03-27 07:46:46.800	0.267	28.245	4.219	31.558	1019.727	1533.859
2026-03-27 07:46:47.800	0.285	28.25	4.215	31.551	1019.7	1533.836
2026-03-27 07:46:48.800	0.272	28.253	4.215	31.527	1019.71	1533.879
2026-03-27 07:46:49.800	0.366	28.219	4.227	31.526	1019.693	1533.781
2026-03-27 07:46:50.800	0.409	28.231	4.216	31.523	1019.688	1533.675
2026-03-27 07:46:51.800	0.522	28.2	4.215	31.512	1019.717	1533.747
2026-03-27 07:46:52.803	0.624	28.155	4.233	31.542	1019.73	1533.543
2026-03-27 07:46:53.800	0.737	28.14	4.23	31.542	1019.781	1533.502
2026-03-27 07:46:54.800	0.915	28.132	4.22	31.537	1019.773	1533.579
2026-03-27 07:46:55.800	1.046	28.092	4.233	31.533	1019.781	1533.42
2026-03-27 07:46:56.800	1.196	28.082	4.23	31.529	1019.76	1533.416
2026-03-27 07:46:57.800	1.365	28.061	4.221	31.527	1019.82	1533.402
2026-03-27 07:46:58.800	1.569	28.009	4.229	31.522	1019.794	1533.331
2026-03-27 07:46:59.800	1.737	28.002	4.222	31.536	1019.845	1533.338
2026-03-27 07:47:00.800	1.849	27.971	4.222	31.523	1019.863	1533.267
2026-03-27 07:47:01.803	2.049	27.95	4.232	31.543	1019.864	1533.194
2026-03-27 07:47:02.800	2.139	27.952	4.225	31.525	1019.862	1533.19
2026-03-27 07:47:03.804	2.27	27.93	4.231	31.52	1019.887	1533.248
2026-03-27 07:47:04.800	2.418	27.871	4.223	31.554	1019.919	1533.186
2026-03-27 07:47:05.801	2.526	27.844	4.222	31.532	1019.923	1532.962
2026-03-27 07:47:06.800	2.607	27.883	4.227	31.543	1019.906	1533.14
2026-03-27 07:47:07.800	2.659	27.845	4.22	31.539	1019.93	1533.146
2026-03-27 07:47:08.800	2.74	27.849	4.219	31.552	1019.92	1533.188
2026-03-27 07:47:09.800	2.766	27.865	4.22	31.564	1019.94	1533.291
2026-03-27 07:47:10.801	2.797	27.846	4.217	31.558	1019.917	1533.155
2026-03-27 07:47:11.800	2.837	27.829	4.224	31.6	1019.972	1533.132
2026-03-27 07:47:12.804	2.917	27.84	4.22	31.596	1019.957	1533.227
2026-03-27 07:47:13.801	2.92	27.834	4.226	31.621	1020.022	1533.159
2026-03-27 07:47:14.800	2.963	27.794	4.218	31.6	1019.962	1533.148
2026-03-27 07:47:15.800	2.985	27.8	4.212	31.62	1020.002	1533.12
2026-03-27 07:47:16.800	2.997	27.834	4.211	31.627	1019.99	1533.22
2026-03-27 07:47:17.800	3.076	27.824	4.215	31.644	1020.024	1533.204
2026-03-27 07:47:18.800	3.07	27.805	4.205	31.658	1020.066	1533.228
2026-03-27 07:47:19.804	3.135	27.792	4.202	31.677	1020.064	1533.223
2026-03-27 07:47:20.800	3.18	27.811	4.198	31.668	1020.043	1533.16
2026-03-27 07:47:21.800	3.241	27.805	4.2	31.707	1020.069	1533.268
2026-03-27 07:47:22.800	3.307	27.776	4.193	31.718	1020.102	1533.264
2026-03-27 07:47:23.800	3.361	27.787	4.191	31.7	1020.079	1533.227
2026-03-27 07:47:24.800	3.394	27.795	4.192	31.732	1020.139	1533.215
2026-03-27 07:47:25.800	3.425	27.794	4.2	31.755	1020.128	1533.356
2026-03-27 07:47:26.800	3.45	27.805	4.191	31.754	1020.16	1533.473
2026-03-27 07:47:27.800	3.475	27.774	4.195	31.781	1020.154	1533.379
2026-03-27 07:47:28.803	3.538	27.811	4.199	31.778	1020.164	1533.405
2026-03-27 07:47:29.800	3.486	27.784	4.182	31.803	1020.197	1533.288
2026-03-27 07:47:30.804	3.498	27.813	4.177	31.832	1020.171	1533.545
2026-03-27 07:47:31.800	3.471	27.839	4.176	31.833	1020.181	1533.618
2026-03-27 07:47:32.801	3.39	27.809	4.191	31.845	1020.187	1533.575
2026-03-27 07:47:33.800	3.296	27.831	4.179	31.845	1020.182	1533.621
2026-03-27 07:47:34.800	3.213	27.897	4.188	31.887	1020.196	1533.83
2026-03-27 07:47:35.800	3.111	27.913	4.172	31.877	1020.167	1533.749
2026-03-27 07:47:36.800	2.983	27.892	4.181	31.916	1020.193	1533.787
2026-03-27 07:47:37.800	2.817	27.967	4.183	31.942	1020.183	1533.953
2026-03-27 07:47:38.800	2.658	27.971	4.173	31.921	1020.172	1533.9
2026-03-27 07:47:39.804	2.497	28.006	4.178	31.954	1020.192	1533.966
2026-03-27 07:47:40.800	2.295	28.057	4.173	31.963	1020.183	1534.053
2026-03-27 07:47:41.800	2.147	28.054	4.175	31.984	1020.17	1534.046
2026-03-27 07:47:42.800	1.924	28.119	4.162	32.011	1020.203	1534.231
2026-03-27 07:47:43.800	1.748	28.131	4.175	32.009	1020.201	1534.269
2026-03-27 07:47:44.800	1.588	28.187	4.163	32.011	1020.151	1534.431
2026-03-27 07:47:45.800	1.433	28.222	4.169	32.026	1020.165	1534.574
2026-03-27 07:47:46.803	1.304	28.222	4.156	32.066	1020.158	1534.493
2026-03-27 07:47:47.800	1.146	28.236	4.174	32.075	1020.151	1534.616
2026-03-27 07:47:48.804	1.049	28.296	4.173	32.08	1020.182	1534.72
2026-03-27 07:47:49.800	0.963	28.317	4.165	32.078	1020.126	1534.739
2026-03-27 07:47:50.800	0.892	28.298	4.167	32.107	1020.151	1534.684
2026-03-27 07:47:51.800	0.816	28.367	4.154	32.115	1020.154	1534.917
2026-03-27 07:47:52.800	0.741	28.355	4.166	32.126	1020.186	1534.946
2026-03-27 07:47:53.800	0.722	28.377	4.154	32.138	1020.146	1535.046
2026-03-27 07:47:54.800	0.726	28.367	4.149	32.149	1020.171	1534.949
2026-03-27 07:47:55.804	0.724	28.369	4.156	32.142	1020.181	1534.898
2026-03-27 07:47:56.800	0.703	28.409	4.15	32.171	1020.196	1535.135
2026-03-27 07:47:57.800	0.707	28.39	4.162	32.167	1020.181	1534.947
2026-03-27 07:47:58.800	0.727	28.413	4.161	32.171	1020.209	1535.005
2026-03-27 07:47:59.800	0.754	28.414	4.145	32.189	1020.214	1535.181
2026-03-27 07:48:00.800	0.784	28.445	4.159	32.2	1020.195	1535.207
2026-03-27 07:48:01.800	0.753	28.437	4.158	32.19	1020.179	1535.092
2026-03-27 07:48:02.800	0.788	28.445	4.159	32.201	1020.189	1535.249
2026-03-27 07:48:03.800	0.812	28.437	4.147	32.216	1020.242	1535.193
2026-03-27 07:48:04.803	0.838	28.451	4.148	32.227	1020.207	1535.255
2026-03-27 07:48:05.800	0.8	28.454	4.147	32.226	1020.201	1535.347
2026-03-27 07:48:06.804	0.835	28.439	4.16	32.259	1020.238	1535.308
2026-03-27 07:48:07.800	0.814	28.448	4.152	32.229	1020.224	1535.236
