[System]
Platform=SEANO USV
Start_Time=2026-05-02 12:21:49
Timezone=WIB

[Sensor]
Name=ADCP

[Columns]
Timestamp(WIB)	NumCells	NumBeams	CellSizeM	BlankingDistanceM	HeadingDeg	PitchDeg	RollDeg	TemperatureC	SalinityPSU	PressureDbar	VelocityProfile

[Data]
2026-05-02 12:21:53.059	8	4	0.5	0.7	45.747	1.843	0.346	28.515	33.1	5.037	0.792;0.17;-0.177;0.032;0.794;0.062;-0.042;0.027;0.807;-0.078;0.043;0.041;0.776;-0.161;0.131;0.05;0.687;-0.242;0.202;0.047;0.65;-0.242;0.276;0.046;0.508;-0.254;0.235;0.032;0.449;-0.258;0.286;0.044
2026-05-02 12:21:54.059	8	4	0.5	0.7	45.895	1.908	0.323	28.518	33.099	5.045	0.852;0.104;-0.109;0.037;0.854;-0.009;0.054;0.046;0.804;-0.147;0.14;0.033;0.758;-0.202;0.176;0.042;0.725;-0.224;0.281;0.049;0.603;-0.266;0.253;0.066;0.525;-0.264;0.289;0.05;0.46;-0.299;0.3;0.054
2026-05-02 12:21:55.057	8	4	0.5	0.7	46.042	1.971	0.296	28.521	33.099	5.052	0.865;0.05;-0.027;0.042;0.872;-0.103;0.108;0.027;0.846;-0.203;0.174;0.057;0.778;-0.244;0.256;0.056;0.682;-0.307;0.286;0.046;0.638;-0.335;0.303;0.043;0.544;-0.293;0.324;0.035;0.399;-0.304;0.276;0.051
2026-05-02 12:21:56.060	8	4	0.5	0.7	46.189	2.031	0.264	28.524	33.099	5.06	0.926;-0.054;0.031;0.05;0.889;-0.132;0.147;0.061;0.852;-0.228;0.219;0.029;0.795;-0.294;0.285;0.062;0.712;-0.328;0.34;0.053;0.601;-0.331;0.35;0.05;0.521;-0.293;0.326;0.037;0.399;-0.287;0.304;0.024
2026-05-02 12:21:57.059	8	4	0.5	0.7	46.334	2.089	0.229	28.527	33.098	5.067	0.955;-0.082;0.085;0.037;0.934;-0.189;0.214;0.026;0.873;-0.297;0.284;0.044;0.813;-0.341;0.346;0.044;0.722;-0.372;0.365;0.055;0.608;-0.367;0.371;0.042;0.517;-0.32;0.359;0.051;0.41;-0.284;0.319;0.018
2026-05-02 12:21:58.059	8	4	0.5	0.7	46.478	2.144	0.19	28.53	33.098	5.075	1.01;-0.187;0.175;0.041;0.96;-0.282;0.26;0.037;0.87;-0.348;0.324;0.041;0.795;-0.378;0.342;0.06;0.718;-0.396;0.356;0.063;0.587;-0.388;0.377;0.041;0.456;-0.32;0.358;0.021;0.342;-0.31;0.338;0.018
2026-05-02 12:21:59.060	8	4	0.5	0.7	46.62	2.196	0.148	28.533	33.098	5.082	0.992;-0.221;0.232;0.052;0.938;-0.327;0.276;0.032;0.907;-0.331;0.33;0.057;0.79;-0.371;0.395;0.047;0.665;-0.418;0.406;0.04;0.576;-0.416;0.403;0.054;0.463;-0.343;0.388;0.019;0.339;-0.313;0.34;0.038
2026-05-02 12:22:00.057	8	4	0.5	0.7	46.762	2.245	0.102	28.536	33.097	5.09	1.061;-0.297;0.282;0.038;0.942;-0.375;0.364;0.065;0.91;-0.38;0.389;0.031;0.762;-0.392;0.4;0.046;0.682;-0.417;0.397;0.055;0.56;-0.384;0.424;0.05;0.43;-0.341;0.345;0.025;0.298;-0.338;0.332;0.04
2026-05-02 12:22:01.057	8	4	0.5	0.7	46.901	2.29	0.053	28.539	33.097	5.097	1.049;-0.331;0.33;0.064;0.961;-0.375;0.394;0.06;0.873;-0.449;0.421;0.037;0.755;-0.423;0.418;0.048;0.624;-0.443;0.462;0.062;0.52;-0.438;0.39;0.03;0.396;-0.379;0.39;0.015;0.313;-0.328;0.302;0.03
2026-05-02 12:22:02.059	8	4	0.5	0.7	47.039	2.331	0.001	28.542	33.096	5.104	1.027;-0.378;0.366;0.069;0.967;-0.438;0.43;0.044;0.842;-0.441;0.448;0.049;0.733;-0.467;0.476;0.039;0.634;-0.437;0.479;0.037;0.516;-0.438;0.428;0.05;0.377;-0.4;0.387;0.006;0.28;-0.323;0.335;0.019
2026-05-02 12:22:03.059	8	4	0.5	0.7	47.175	2.367	-0.054	28.545	33.096	5.112	1.046;-0.415;0.442;0.056;0.952;-0.505;0.449;0.046;0.818;-0.477;0.502;0.054;0.714;-0.462;0.47;0.033;0.576;-0.472;0.488;0.036;0.487;-0.411;0.403;0.023;0.359;-0.391;0.359;0.034;0.239;-0.3;0.289;0.019
2026-05-02 12:22:04.060	8	4	0.5	0.7	47.309	2.4	-0.112	28.548	33.095	5.119	1.065;-0.453;0.464;0.065;0.954;-0.503;0.526;0.058;0.829;-0.509;0.492;0.028;0.692;-0.517;0.489;0.037;0.579;-0.488;0.471;0.053;0.45;-0.445;0.456;0.021;0.337;-0.357;0.383;0.027;0.232;-0.292;0.316;-0.006
2026-05-02 12:22:05.057	8	4	0.5	0.7	47.441	2.428	-0.172	28.551	33.094	5.126	1.03;-0.539;0.492;0.038;0.94;-0.559;0.524;0.055;0.818;-0.568;0.519;0.03;0.647;-0.546;0.537;0.024;0.535;-0.463;0.509;0.026;0.376;-0.452;0.454;0.021;0.303;-0.346;0.373;-0.005;0.16;-0.271;0.278;0.009
2026-05-02 12:22:06.059	8	4	0.5	0.7	47.571	2.452	-0.235	28.554	33.094	5.133	1.045;-0.561;0.583;0.043;0.919;-0.547;0.548;0.06;0.777;-0.556;0.581;0.032;0.627;-0.526;0.505;0.022;0.495;-0.487;0.481;0.018;0.361;-0.429;0.405;0.014;0.224;-0.333;0.384;-0.012;0.125;-0.294;0.304;-0.008
2026-05-02 12:22:07.059	8	4	0.5	0.7	47.698	2.471	-0.299	28.557	33.093	5.141	1.035;-0.594;0.602;0.059;0.9;-0.618;0.565;0.062;0.707;-0.593;0.57;0.036;0.566;-0.524;0.545;0.033;0.466;-0.46;0.467;0.006;0.319;-0.431;0.446;0.014;0.175;-0.331;0.366;0.018;0.081;-0.285;0.281;-0.012
2026-05-02 12:22:08.059	8	4	0.5	0.7	47.823	2.485	-0.365	28.56	33.092	5.148	0.951;-0.622;0.641;0.046;0.829;-0.621;0.617;0.025;0.662;-0.593;0.555;0.032;0.563;-0.541;0.544;0.006;0.393;-0.465;0.452;0.006;0.256;-0.425;0.384;0.017;0.187;-0.357;0.348;-0.007;0.061;-0.239;0.239;-0.007
2026-05-02 12:22:09.060	8	4	0.5	0.7	47.946	2.495	-0.433	28.563	33.091	5.155	0.966;-0.653;0.627;0.032;0.784;-0.608;0.613;0.044;0.664;-0.613;0.602;0.01;0.478;-0.539;0.53;0.031;0.339;-0.442;0.466;-0.006;0.227;-0.41;0.42;-0.01;0.097;-0.341;0.334;-0.001;0.009;-0.25;0.279;-0.022
2026-05-02 12:22:10.057	8	4	0.5	0.7	48.066	2.5	-0.502	28.565	33.09	5.162	0.891;-0.647;0.675;0.021;0.753;-0.642;0.624;0.034;0.624;-0.589;0.602;0.017;0.421;-0.533;0.542;0.029;0.293;-0.484;0.467;0.024;0.209;-0.379;0.361;-0.006;0.08;-0.317;0.322;-0.012;0.018;-0.221;0.246;-0.03
2026-05-02 12:22:11.058	8	4	0.5	0.7	48.183	2.499	-0.573	28.568	33.09	5.169	0.844;-0.679;0.7;0.046;0.714;-0.668;0.633;0.044;0.547;-0.572;0.611;0.027;0.375;-0.537;0.528;0.003;0.269;-0.426;0.471;0.001;0.136;-0.342;0.37;-0.008;0.026;-0.279;0.301;-0.025;-0.06;-0.226;0.248;-0.013
2026-05-02 12:22:12.059	8	4	0.5	0.7	48.297	2.494	-0.644	28.571	33.089	5.176	0.797;-0.665;0.662;0.046;0.665;-0.624;0.621;0.013;0.464;-0.57;0.587;0.0;0.342;-0.508;0.503;0.008;0.184;-0.41;0.461;-0.017;0.1;-0.353;0.379;-0.012;0.014;-0.283;0.298;-0.009;-0.06;-0.204;0.194;-0.027
2026-05-02 12:22:13.060	8	4	0.5	0.7	48.408	2.484	-0.715	28.574	33.088	5.183	0.747;-0.708;0.716;0.012;0.595;-0.65;0.626;0.017;0.458;-0.58;0.551;-0.006;0.297;-0.51;0.524;0.014;0.144;-0.435;0.435;-0.025;0.044;-0.339;0.351;-0.017;-0.049;-0.265;0.235;-0.008;-0.098;-0.171;0.176;-0.023
2026-05-02 12:22:14.060	8	4	0.5	0.7	48.517	2.469	-0.787	28.577	33.087	5.19	0.689;-0.72;0.685;0.007;0.549;-0.652;0.65;0.022;0.369;-0.55;0.568;-0.012;0.229;-0.491;0.5;-0.014;0.08;-0.38;0.415;-0.013;-0.02;-0.336;0.309;-0.032;-0.084;-0.212;0.216;-0.048;-0.157;-0.173;0.194;-0.041
2026-05-02 12:22:15.058	8	4	0.5	0.7	48.622	2.449	-0.859	28.58	33.086	5.197	0.637;-0.692;0.68;0.025;0.454;-0.633;0.619;0.029;0.321;-0.551;0.573;0.014;0.187;-0.443;0.461;0.005;0.015;-0.365;0.355;-0.016;-0.084;-0.321;0.287;-0.022;-0.166;-0.224;0.197;-0.018;-0.181;-0.141;0.166;-0.047
2026-05-02 12:22:16.057	8	4	0.5	0.7	48.723	2.425	-0.931	28.583	33.085	5.204	0.549;-0.693;0.662;0.009;0.428;-0.607;0.582;0.019;0.221;-0.551;0.53;-0.014;0.072;-0.466;0.46;-0.029;-0.051;-0.365;0.351;-0.008;-0.121;-0.287;0.255;-0.039;-0.193;-0.166;0.21;-0.03;-0.213;-0.139;0.107;-0.04
2026-05-02 12:22:17.059	8	4	0.5	0.7	48.822	2.396	-1.002	28.586	33.084	5.211	0.503;-0.659;0.676;0.029;0.334;-0.611;0.592;0.002;0.152;-0.518;0.488;-0.022;0.014;-0.401;0.393;-0.02;-0.115;-0.312;0.31;-0.036;-0.171;-0.248;0.238;-0.044;-0.228;-0.172;0.153;-0.049;-0.288;-0.119;0.082;-0.044
2026-05-02 12:22:18.059	8	4	0.5	0.7	48.917	2.363	-1.073	28.589	33.083	5.217	0.42;-0.644;0.67;0.021;0.274;-0.545;0.596;0.0;0.075;-0.478;0.502;0.006;-0.041;-0.409;0.371;-0.018;-0.115;-0.298;0.286;-0.032;-0.251;-0.206;0.198;-0.057;-0.257;-0.122;0.122;-0.025;-0.27;-0.116;0.092;-0.051
2026-05-02 12:22:19.060	8	4	0.5	0.7	49.008	2.326	-1.142	28.592	33.081	5.224	0.37;-0.657;0.628;-0.004;0.203;-0.515;0.55;0.007;0.025;-0.43;0.479;-0.037;-0.126;-0.366;0.345;-0.008;-0.231;-0.298;0.274;-0.053;-0.251;-0.164;0.177;-0.033;-0.296;-0.103;0.107;-0.045;-0.335;-0.036;0.078;-0.043
2026-05-02 12:22:20.057	8	4	0.5	0.7	49.096	2.284	-1.211	28.594	33.08	5.231	0.297;-0.623;0.611;0.008;0.07;-0.526;0.54;0.005;-0.061;-0.439;0.436;-0.016;-0.14;-0.323;0.325;-0.05;-0.263;-0.256;0.264;-0.046;-0.306;-0.145;0.134;-0.063;-0.378;-0.122;0.101;-0.06;-0.367;-0.067;0.073;-0.035
2026-05-02 12:22:21.057	8	4	0.5	0.7	49.18	2.239	-1.278	28.597	33.079	5.238	0.19;-0.608;0.562;-0.009;-0.006;-0.502;0.458;-0.006;-0.12;-0.413;0.373;-0.033;-0.204;-0.28;0.307;-0.034;-0.307;-0.232;0.212;-0.023;-0.39;-0.135;0.154;-0.044;-0.392;-0.067;0.09;-0.06;-0.384;-0.013;0.035;-0.051
2026-05-02 12:22:22.060	8	4	0.5	0.7	49.261	2.19	-1.343	28.6	33.078	5.244	0.102;-0.541;0.528;0.004;-0.058;-0.428;0.461;-0.015;-0.187;-0.33;0.362;-0.036;-0.321;-0.251;0.243;-0.049;-0.347;-0.202;0.196;-0.038;-0.423;-0.119;0.12;-0.034;-0.45;-0.059;0.02;-0.054;-0.419;0.008;-0.011;-0.041
2026-05-02 12:22:23.059	8	4	0.5	0.7	49.337	2.138	-1.406	28.603	33.076	5.251	-0.003;-0.511;0.517;-0.009;-0.146;-0.413;0.422;-0.042;-0.281;-0.337;0.333;-0.023;-0.359;-0.247;0.205;-0.03;-0.447;-0.157;0.156;-0.052;-0.459;-0.08;0.101;-0.064;-0.464;-0.05;0.033;-0.033;-0.446;0.033;-0.035;-0.056
2026-05-02 12:22:24.059	8	4	0.5	0.7	49.41	2.082	-1.467	28.606	33.075	5.257	-0.067;-0.499;0.477;-0.004;-0.239;-0.365;0.394;-0.049;-0.337;-0.259;0.299;-0.05;-0.426;-0.192;0.208;-0.055;-0.494;-0.118;0.138;-0.063;-0.485;-0.078;0.062;-0.034;-0.504;0.009;-0.027;-0.049;-0.488;0.026;-0.016;-0.055
2026-05-02 12:22:25.057	8	4	0.5	0.7	49.479	2.024	-1.526	28.608	33.074	5.263	-0.132;-0.469;0.421;-0.027;-0.297;-0.34;0.343;-0.015;-0.386;-0.274;0.245;-0.028;-0.462;-0.19;0.172;-0.054;-0.534;-0.089;0.1;-0.03;-0.516;-0.033;-0.002;-0.043;-0.533;0.012;0.004;-0.029;-0.511;0.047;-0.047;-0.064
2026-05-02 12:22:26.061	8	4	0.5	0.7	49.543	1.963	-1.582	28.611	33.072	5.27	-0.223;-0.391;0.412;-0.013;-0.392;-0.276;0.333;-0.039;-0.453;-0.23;0.213;-0.031;-0.53;-0.147;0.127;-0.03;-0.55;-0.051;0.027;-0.068;-0.57;0.012;0.018;-0.065;-0.531;0.022;-0.017;-0.066;-0.491;0.093;-0.045;-0.05
2026-05-02 12:22:27.059	8	4	0.5	0.7	49.604	1.9	-1.635	28.614	33.071	5.276	-0.32;-0.388;0.384;-0.047;-0.441;-0.254;0.251;-0.042;-0.525;-0.175;0.157;-0.065;-0.621;-0.071;0.094;-0.05;-0.595;-0.031;0.039;-0.065;-0.615;0.03;-0.037;-0.06;-0.572;0.064;-0.088;-0.046;-0.521;0.092;-0.098;-0.06
2026-05-02 12:22:28.059	8	4	0.5	0.7	49.66	1.835	-1.685	28.617	33.07	5.282	-0.432;-0.333;0.306;-0.028;-0.518;-0.219;0.249;-0.061;-0.575;-0.11;0.111;-0.04;-0.637;-0.03;0.032;-0.04;-0.651;0.024;-0.028;-0.048;-0.657;0.051;-0.043;-0.053;-0.59;0.055;-0.101;-0.053;-0.514;0.074;-0.093;-0.02
2026-05-02 12:22:29.059	8	4	0.5	0.7	49.713	1.768	-1.732	28.62	33.068	5.288	-0.481;-0.261;0.266;-0.025;-0.595;-0.166;0.16;-0.049;-0.653;-0.085;0.114;-0.044;-0.709;-0.003;0.026;-0.035;-0.697;0.008;-0.042;-0.039;-0.699;0.064;-0.079;-0.063;-0.629;0.1;-0.097;-0.038;-0.547;0.104;-0.098;-0.033
2026-05-02 12:22:30.058	8	4	0.5	0.7	49.761	1.7	-1.776	28.622	33.067	5.295	-0.574;-0.258;0.216;-0.038;-0.686;-0.127;0.13;-0.038;-0.737;-0.038;0.077;-0.067;-0.727;0.017;-0.032;-0.048;-0.738;0.042;-0.069;-0.054;-0.701;0.108;-0.089;-0.033;-0.653;0.11;-0.104;-0.027;-0.56;0.093;-0.136;-0.018
2026-05-02 12:22:31.060	8	4	0.5	0.7	49.804	1.631	-1.816	28.625	33.065	5.301	-0.636;-0.193;0.201;-0.038;-0.729;-0.114;0.087;-0.043;-0.795;-0.045;0.045;-0.056;-0.779;0.04;-0.033;-0.064;-0.795;0.101;-0.082;-0.058;-0.725;0.102;-0.1;-0.044;-0.646;0.143;-0.101;-0.039;-0.557;0.147;-0.122;-0.032
2026-05-02 12:22:32.060	8	4	0.5	0.7	49.844	1.561	-1.852	28.628	33.064	5.307	-0.74;-0.135;0.128;-0.033;-0.774;-0.063;0.066;-0.036;-0.849;0.031;-0.003;-0.054;-0.852;0.063;-0.09;-0.065;-0.81;0.083;-0.115;-0.032;-0.736;0.134;-0.123;-0.022;-0.629;0.143;-0.138;-0.051;-0.531;0.154;-0.129;-0.027
2026-05-02 12:22:33.059	8	4	0.5	0.7	49.879	1.491	-1.885	28.63	33.062	5.312	-0.795;-0.08;0.101;-0.064;-0.837;-0.03;0.022;-0.036;-0.847;0.048;-0.053;-0.052;-0.864;0.073;-0.107;-0.036;-0.791;0.122;-0.156;-0.052;-0.721;0.158;-0.139;-0.027;-0.674;0.132;-0.16;-0.027;-0.56;0.162;-0.173;-0.026
2026-05-02 12:22:34.059	8	4	0.5	0.7	49.909	1.422	-1.914	28.633	33.061	5.318	-0.866;-0.039;0.056;-0.056;-0.912;0.026;-0.045;-0.042;-0.894;0.08;-0.1;-0.041;-0.909;0.142;-0.142;-0.045;-0.855;0.159;-0.171;-0.022;-0.759;0.174;-0.158;-0.036;-0.639;0.162;-0.146;-0.005;-0.565;0.167;-0.173;-0.011
2026-05-02 12:22:35.057	8	4	0.5	0.7	49.936	1.352	-1.939	28.636	33.059	5.324	-0.935;-0.018;0.012;-0.058;-0.98;0.054;-0.045;-0.066;-0.966;0.096;-0.113;-0.036;-0.897;0.175;-0.13;-0.041;-0.832;0.175;-0.17;-0.018;-0.736;0.163;-0.184;-0.044;-0.675;0.193;-0.167;-0.011;-0.552;0.148;-0.155;-0.012
2026-05-02 12:22:36.060	8	4	0.5	0.7	49.957	1.283	-1.959	28.639	33.057	5.33	-1.025;0.044;-0.053;-0.066;-1.023;0.121;-0.108;-0.044;-0.982;0.124;-0.174;-0.033;-0.944;0.178;-0.173;-0.052;-0.875;0.217;-0.175;-0.033;-0.754;0.169;-0.167;-0.027;-0.655;0.193;-0.202;-0.026;-0.534;0.171;-0.147;0.001
2026-05-02 12:22:37.060	8	4	0.5	0.7	49.975	1.215	-1.976	28.641	33.056	5.335	-1.029;0.063;-0.07;-0.06;-1.053;0.136;-0.153;-0.035;-0.995;0.202;-0.191;-0.06;-0.96;0.178;-0.169;-0.051;-0.847;0.203;-0.216;-0.04;-0.742;0.181;-0.204;0.001;-0.663;0.184;-0.176;-0.014;-0.514;0.175;-0.186;-0.003
