[System]
Platform=SEANO USV
Start_Time=2026-05-02 12:21:49
Timezone=WIB

[Sensor]
Name=CTD

[Columns]
Timestamp(WIB)	Depth	Temp	Cond	Salinity	Density	SoundVel

[Data]
2026-05-02 12:21:52.557	2.858	28.135	4.207	32.465	1020.604	1534.972
2026-05-02 12:21:53.557	2.967	28.129	4.204	32.484	1020.615	1535.101
2026-05-02 12:21:54.555	3.119	28.082	4.205	32.469	1020.585	1534.93
2026-05-02 12:21:55.554	3.196	28.069	4.22	32.48	1020.648	1534.944
2026-05-02 12:21:56.557	3.301	28.043	4.212	32.463	1020.656	1534.916
2026-05-02 12:21:57.557	3.357	28.094	4.212	32.49	1020.616	1534.978
2026-05-02 12:21:58.557	3.366	28.091	4.219	32.462	1020.627	1535.076
2026-05-02 12:21:59.554	3.393	28.054	4.221	32.464	1020.642	1534.979
2026-05-02 12:22:00.554	3.39	28.108	4.237	32.479	1020.624	1535.007
2026-05-02 12:22:01.557	3.423	28.087	4.221	32.485	1020.643	1535.06
2026-05-02 12:22:02.554	3.385	28.079	4.232	32.445	1020.586	1534.928
2026-05-02 12:22:03.558	3.352	28.104	4.233	32.474	1020.609	1535.057
2026-05-02 12:22:04.554	3.319	28.131	4.23	32.469	1020.638	1535.157
2026-05-02 12:22:05.554	3.307	28.108	4.244	32.452	1020.583	1535.108
2026-05-02 12:22:06.557	3.286	28.139	4.243	32.454	1020.599	1535.195
2026-05-02 12:22:07.557	3.223	28.179	4.24	32.434	1020.582	1535.195
2026-05-02 12:22:08.557	3.227	28.154	4.248	32.411	1020.562	1535.201
2026-05-02 12:22:09.554	3.194	28.201	4.241	32.421	1020.547	1535.198
2026-05-02 12:22:10.554	3.126	28.215	4.247	32.407	1020.542	1535.167
2026-05-02 12:22:11.557	3.116	28.226	4.247	32.422	1020.56	1535.251
2026-05-02 12:22:12.557	3.117	28.23	4.238	32.404	1020.517	1535.379
2026-05-02 12:22:13.558	3.081	28.204	4.244	32.376	1020.507	1535.195
2026-05-02 12:22:14.554	3.096	28.224	4.252	32.378	1020.521	1535.295
2026-05-02 12:22:15.554	3.084	28.231	4.249	32.356	1020.471	1535.153
2026-05-02 12:22:16.558	3.015	28.252	4.246	32.34	1020.446	1535.31
2026-05-02 12:22:17.562	3.019	28.267	4.248	32.362	1020.5	1535.386
2026-05-02 12:22:18.558	3.002	28.256	4.248	32.33	1020.439	1535.354
2026-05-02 12:22:19.554	2.978	28.241	4.251	32.317	1020.481	1535.096
2026-05-02 12:22:20.554	2.908	28.293	4.241	32.31	1020.407	1535.349
2026-05-02 12:22:21.554	2.833	28.266	4.258	32.308	1020.451	1535.282
2026-05-02 12:22:22.557	2.745	28.281	4.244	32.304	1020.425	1535.163
2026-05-02 12:22:23.557	2.701	28.29	4.25	32.271	1020.376	1535.135
2026-05-02 12:22:24.554	2.546	28.354	4.252	32.269	1020.394	1535.371
2026-05-02 12:22:25.554	2.438	28.359	4.254	32.281	1020.394	1535.439
2026-05-02 12:22:26.555	2.314	28.353	4.238	32.274	1020.363	1535.384
2026-05-02 12:22:27.554	2.188	28.4	4.244	32.261	1020.313	1535.521
2026-05-02 12:22:28.557	2.036	28.456	4.242	32.253	1020.302	1535.492
2026-05-02 12:22:29.554	1.87	28.428	4.245	32.231	1020.315	1535.344
2026-05-02 12:22:30.554	1.655	28.507	4.251	32.228	1020.244	1535.613
2026-05-02 12:22:31.557	1.48	28.491	4.24	32.221	1020.232	1535.567
2026-05-02 12:22:32.557	1.318	28.562	4.235	32.218	1020.241	1535.763
2026-05-02 12:22:33.558	1.131	28.603	4.248	32.204	1020.187	1535.701
2026-05-02 12:22:34.554	0.99	28.595	4.241	32.176	1020.142	1535.683
2026-05-02 12:22:35.555	0.856	28.595	4.236	32.181	1020.189	1535.586
2026-05-02 12:22:36.558	0.744	28.64	4.246	32.184	1020.148	1535.714
2026-05-02 12:22:37.557	0.616	28.655	4.241	32.174	1020.113	1535.655
2026-05-02 12:22:38.557	0.528	28.648	4.226	32.136	1020.105	1535.705
2026-05-02 12:22:39.554	0.441	28.675	4.233	32.125	1020.101	1535.669
2026-05-02 12:22:40.554	0.34	28.675	4.229	32.138	1020.102	1535.814
2026-05-02 12:22:41.557	0.349	28.682	4.223	32.116	1020.071	1535.721
2026-05-02 12:22:42.557	0.32	28.68	4.226	32.13	1020.063	1535.738
2026-05-02 12:22:43.558	0.339	28.694	4.224	32.118	1020.056	1535.757
2026-05-02 12:22:44.554	0.327	28.68	4.215	32.103	1020.034	1535.596
2026-05-02 12:22:45.554	0.385	28.713	4.23	32.111	1020.074	1535.835
2026-05-02 12:22:46.557	0.454	28.673	4.225	32.069	1020.068	1535.593
2026-05-02 12:22:47.558	0.507	28.693	4.214	32.073	1020.047	1535.674
2026-05-02 12:22:48.557	0.59	28.639	4.213	32.072	1020.076	1535.588
2026-05-02 12:22:49.554	0.697	28.645	4.201	32.088	1020.083	1535.635
2026-05-02 12:22:50.555	0.789	28.637	4.204	32.079	1020.058	1535.695
2026-05-02 12:22:51.557	0.866	28.612	4.199	32.057	1020.037	1535.458
2026-05-02 12:22:52.557	0.962	28.607	4.205	32.059	1020.049	1535.536
2026-05-02 12:22:53.558	1.027	28.564	4.186	32.041	1020.098	1535.469
2026-05-02 12:22:54.554	1.11	28.537	4.184	32.042	1020.08	1535.4
2026-05-02 12:22:55.557	1.172	28.567	4.183	32.054	1020.092	1535.415
2026-05-02 12:22:56.557	1.218	28.562	4.178	32.036	1020.057	1535.42
2026-05-02 12:22:57.554	1.296	28.496	4.188	32.035	1020.103	1535.345
2026-05-02 12:22:58.557	1.387	28.479	4.176	32.041	1020.09	1535.305
2026-05-02 12:22:59.554	1.421	28.467	4.172	32.026	1020.08	1535.172
2026-05-02 12:23:00.557	1.455	28.48	4.183	32.03	1020.09	1535.321
2026-05-02 12:23:01.557	1.509	28.5	4.169	32.019	1020.08	1535.277
2026-05-02 12:23:02.558	1.553	28.46	4.179	31.992	1020.082	1535.153
2026-05-02 12:23:03.558	1.62	28.445	4.166	32.019	1020.101	1535.12
2026-05-02 12:23:04.554	1.707	28.441	4.157	31.984	1020.114	1535.098
2026-05-02 12:23:05.558	1.72	28.443	4.161	31.998	1020.069	1535.103
2026-05-02 12:23:06.557	1.84	28.405	4.17	32.007	1020.126	1535.162
2026-05-02 12:23:07.557	1.891	28.361	4.154	31.977	1020.136	1535.001
2026-05-02 12:23:08.557	2.027	28.338	4.151	31.981	1020.104	1534.959
2026-05-02 12:23:09.555	2.125	28.335	4.16	31.975	1020.121	1534.965
2026-05-02 12:23:10.554	2.22	28.305	4.147	31.984	1020.12	1534.814
2026-05-02 12:23:11.554	2.346	28.28	4.151	31.967	1020.146	1534.778
2026-05-02 12:23:12.557	2.467	28.281	4.145	31.953	1020.121	1534.744
2026-05-02 12:23:13.554	2.628	28.231	4.137	31.972	1020.153	1534.628
2026-05-02 12:23:14.554	2.747	28.206	4.14	31.974	1020.206	1534.656
2026-05-02 12:23:15.557	2.895	28.182	4.138	31.943	1020.178	1534.548
2026-05-02 12:23:16.560	3.075	28.13	4.149	31.951	1020.188	1534.415
2026-05-02 12:23:17.554	3.233	28.119	4.148	31.959	1020.195	1534.503
2026-05-02 12:23:18.554	3.324	28.13	4.146	31.935	1020.215	1534.408
2026-05-02 12:23:19.554	3.482	28.048	4.143	31.938	1020.248	1534.215
2026-05-02 12:23:20.554	3.577	28.036	4.136	31.909	1020.229	1534.223
2026-05-02 12:23:21.554	3.648	28.022	4.133	31.93	1020.248	1534.22
2026-05-02 12:23:22.554	3.725	28.028	4.142	31.929	1020.242	1534.342
2026-05-02 12:23:23.554	3.775	28.021	4.125	31.924	1020.223	1534.287
2026-05-02 12:23:24.554	3.778	28.0	4.14	31.912	1020.228	1534.093
2026-05-02 12:23:25.554	3.798	28.006	4.135	31.911	1020.234	1534.16
2026-05-02 12:23:26.554	3.779	27.966	4.125	31.901	1020.208	1534.003
2026-05-02 12:23:27.554	3.71	27.964	4.139	31.894	1020.245	1533.981
2026-05-02 12:23:28.555	3.699	28.002	4.144	31.879	1020.227	1534.075
2026-05-02 12:23:29.554	3.608	28.006	4.137	31.889	1020.218	1534.144
2026-05-02 12:23:30.555	3.51	27.968	4.135	31.883	1020.203	1534.05
2026-05-02 12:23:31.554	3.385	27.988	4.132	31.839	1020.137	1533.929
2026-05-02 12:23:32.559	3.276	28.03	4.134	31.845	1020.158	1534.076
2026-05-02 12:23:33.557	3.142	28.0	4.146	31.825	1020.124	1533.914
2026-05-02 12:23:34.554	2.999	28.01	4.148	31.851	1020.164	1533.954
2026-05-02 12:23:35.555	2.851	28.071	4.151	31.803	1020.104	1534.094
2026-05-02 12:23:36.557	2.729	28.082	4.14	31.798	1020.096	1533.997
2026-05-02 12:23:37.557	2.623	28.094	4.15	31.803	1020.064	1534.088
2026-05-02 12:23:38.555	2.474	28.109	4.142	31.781	1020.022	1533.998
2026-05-02 12:23:39.554	2.385	28.059	4.145	31.792	1020.057	1533.943
2026-05-02 12:23:40.556	2.28	28.122	4.156	31.79	1020.005	1534.049
2026-05-02 12:23:41.557	2.155	28.119	4.155	31.771	1019.988	1534.019
2026-05-02 12:23:42.557	2.057	28.096	4.16	31.751	1020.005	1534.034
2026-05-02 12:23:43.557	2.001	28.123	4.152	31.752	1020.003	1533.911
2026-05-02 12:23:44.554	1.949	28.118	4.154	31.743	1019.996	1533.982
2026-05-02 12:23:45.555	1.886	28.131	4.161	31.724	1019.987	1534.054
2026-05-02 12:23:46.557	1.832	28.131	4.173	31.704	1019.972	1533.957
2026-05-02 12:23:47.557	1.73	28.138	4.172	31.724	1019.941	1534.057
2026-05-02 12:23:48.558	1.697	28.123	4.169	31.707	1019.933	1533.818
2026-05-02 12:23:49.554	1.632	28.131	4.171	31.689	1019.909	1533.907
2026-05-02 12:23:50.558	1.572	28.108	4.177	31.67	1019.891	1533.733
2026-05-02 12:23:51.557	1.505	28.117	4.185	31.656	1019.908	1533.698
2026-05-02 12:23:52.554	1.431	28.128	4.183	31.68	1019.926	1533.803
2026-05-02 12:23:53.558	1.405	28.118	4.178	31.654	1019.857	1533.848
2026-05-02 12:23:54.554	1.281	28.134	4.18	31.66	1019.902	1533.712
2026-05-02 12:23:55.557	1.211	28.138	4.196	31.65	1019.853	1533.841
2026-05-02 12:23:56.557	1.132	28.16	4.188	31.627	1019.847	1533.843
2026-05-02 12:23:57.557	0.999	28.154	4.185	31.615	1019.852	1533.76
2026-05-02 12:23:58.557	0.891	28.176	4.19	31.63	1019.822	1533.867
2026-05-02 12:23:59.556	0.802	28.172	4.206	31.6	1019.779	1533.661
2026-05-02 12:24:00.558	0.688	28.221	4.21	31.599	1019.795	1533.911
2026-05-02 12:24:01.557	0.615	28.19	4.206	31.584	1019.795	1533.678
2026-05-02 12:24:02.557	0.483	28.223	4.212	31.591	1019.783	1533.752
2026-05-02 12:24:03.558	0.438	28.227	4.201	31.59	1019.768	1533.757
2026-05-02 12:24:04.554	0.362	28.242	4.219	31.563	1019.741	1533.772
2026-05-02 12:24:05.557	0.306	28.272	4.219	31.54	1019.696	1533.914
2026-05-02 12:24:06.557	0.284	28.251	4.21	31.565	1019.726	1533.772
2026-05-02 12:24:07.557	0.276	28.23	4.208	31.558	1019.746	1533.727
2026-05-02 12:24:08.554	0.278	28.219	4.208	31.534	1019.69	1533.721
2026-05-02 12:24:09.554	0.288	28.237	4.225	31.533	1019.683	1533.813
2026-05-02 12:24:10.555	0.332	28.249	4.224	31.547	1019.689	1533.804
2026-05-02 12:24:11.558	0.451	28.179	4.223	31.535	1019.715	1533.528
2026-05-02 12:24:12.557	0.539	28.214	4.229	31.511	1019.691	1533.644
2026-05-02 12:24:13.557	0.614	28.154	4.224	31.539	1019.729	1533.655
2026-05-02 12:24:14.554	0.791	28.126	4.229	31.538	1019.744	1533.482
2026-05-02 12:24:15.557	0.902	28.134	4.231	31.504	1019.752	1533.487
2026-05-02 12:24:16.558	1.069	28.112	4.225	31.521	1019.782	1533.542
2026-05-02 12:24:17.558	1.226	28.087	4.223	31.519	1019.773	1533.388
2026-05-02 12:24:18.557	1.394	28.029	4.214	31.522	1019.774	1533.324
2026-05-02 12:24:19.554	1.534	27.997	4.232	31.522	1019.816	1533.359
2026-05-02 12:24:20.554	1.727	28.003	4.218	31.524	1019.804	1533.285
2026-05-02 12:24:21.556	1.867	27.996	4.227	31.528	1019.823	1533.349
2026-05-02 12:24:22.557	2.019	27.956	4.232	31.51	1019.859	1533.301
2026-05-02 12:24:23.558	2.152	27.938	4.231	31.534	1019.893	1533.324
2026-05-02 12:24:24.554	2.285	27.894	4.216	31.532	1019.888	1533.226
2026-05-02 12:24:25.556	2.38	27.916	4.216	31.551	1019.901	1533.222
2026-05-02 12:24:26.557	2.528	27.888	4.22	31.554	1019.923	1533.223
2026-05-02 12:24:27.557	2.603	27.852	4.221	31.531	1019.914	1533.023
2026-05-02 12:24:28.558	2.671	27.862	4.223	31.548	1019.92	1533.061
2026-05-02 12:24:29.554	2.733	27.822	4.215	31.57	1019.961	1533.022
2026-05-02 12:24:30.557	2.789	27.861	4.227	31.578	1019.96	1533.225
2026-05-02 12:24:31.558	2.828	27.829	4.22	31.577	1019.983	1533.12
2026-05-02 12:24:32.557	2.877	27.798	4.215	31.592	1020.005	1533.058
2026-05-02 12:24:33.557	2.863	27.851	4.223	31.581	1019.957	1533.201
2026-05-02 12:24:34.554	2.929	27.814	4.215	31.585	1019.984	1533.133
2026-05-02 12:24:35.557	2.955	27.803	4.222	31.617	1020.012	1533.095
2026-05-02 12:24:36.557	2.972	27.836	4.21	31.607	1019.989	1533.277
2026-05-02 12:24:37.557	2.993	27.79	4.218	31.627	1020.034	1533.139
2026-05-02 12:24:38.558	3.044	27.808	4.202	31.633	1020.005	1533.078
2026-05-02 12:24:39.554	3.096	27.81	4.211	31.637	1019.999	1533.153
2026-05-02 12:24:40.557	3.136	27.796	4.205	31.655	1020.038	1533.252
2026-05-02 12:24:41.557	3.195	27.814	4.213	31.67	1020.036	1533.331
2026-05-02 12:24:42.554	3.254	27.821	4.214	31.698	1020.05	1533.246
2026-05-02 12:24:43.557	3.283	27.787	4.199	31.715	1020.12	1533.279
2026-05-02 12:24:44.554	3.35	27.788	4.198	31.731	1020.137	1533.234
2026-05-02 12:24:45.557	3.397	27.789	4.207	31.732	1020.104	1533.288
2026-05-02 12:24:46.557	3.42	27.77	4.188	31.762	1020.152	1533.386
2026-05-02 12:24:47.557	3.503	27.773	4.187	31.776	1020.147	1533.283
2026-05-02 12:24:48.556	3.489	27.773	4.2	31.794	1020.148	1533.437
2026-05-02 12:24:49.554	3.5	27.766	4.192	31.789	1020.163	1533.249
2026-05-02 12:24:50.556	3.523	27.807	4.192	31.792	1020.176	1533.423
2026-05-02 12:24:51.557	3.518	27.791	4.187	31.821	1020.173	1533.415
2026-05-02 12:24:52.558	3.481	27.821	4.189	31.824	1020.211	1533.515
2026-05-02 12:24:53.554	3.385	27.837	4.176	31.851	1020.194	1533.555
2026-05-02 12:24:54.555	3.347	27.868	4.184	31.882	1020.217	1533.743
2026-05-02 12:24:55.557	3.217	27.877	4.181	31.896	1020.213	1533.645
2026-05-02 12:24:56.558	3.09	27.868	4.173	31.897	1020.239	1533.633
2026-05-02 12:24:57.556	2.951	27.902	4.174	31.897	1020.205	1533.763
2026-05-02 12:24:58.557	2.843	27.968	4.182	31.931	1020.206	1533.923
2026-05-02 12:24:59.554	2.663	27.978	4.176	31.922	1020.201	1533.876
2026-05-02 12:25:00.557	2.486	28.014	4.176	31.952	1020.223	1534.063
2026-05-02 12:25:01.557	2.307	28.024	4.166	31.983	1020.198	1534.061
2026-05-02 12:25:02.557	2.133	28.097	4.174	31.98	1020.2	1534.222
2026-05-02 12:25:03.557	1.948	28.12	4.168	32.005	1020.2	1534.245
2026-05-02 12:25:04.554	1.771	28.157	4.166	32.016	1020.173	1534.427
2026-05-02 12:25:05.558	1.609	28.177	4.163	32.031	1020.188	1534.374
2026-05-02 12:25:06.557	1.434	28.232	4.165	32.047	1020.167	1534.592
2026-05-02 12:25:07.557	1.305	28.234	4.167	32.063	1020.199	1534.554
2026-05-02 12:25:08.558	1.135	28.276	4.155	32.064	1020.17	1534.617
2026-05-02 12:25:09.555	1.056	28.312	4.157	32.077	1020.15	1534.854
2026-05-02 12:25:10.555	0.923	28.338	4.168	32.078	1020.159	1534.845
2026-05-02 12:25:11.554	0.869	28.303	4.158	32.1	1020.148	1534.791
2026-05-02 12:25:12.557	0.779	28.379	4.152	32.097	1020.165	1534.901
2026-05-02 12:25:13.554	0.735	28.359	4.17	32.139	1020.204	1534.821
2026-05-02 12:25:14.554	0.744	28.366	4.168	32.122	1020.188	1534.853
2026-05-02 12:25:15.557	0.705	28.36	4.16	32.148	1020.199	1534.885
2026-05-02 12:25:16.557	0.725	28.38	4.152	32.161	1020.189	1535.05
2026-05-02 12:25:17.557	0.702	28.375	4.164	32.177	1020.199	1534.993
2026-05-02 12:25:18.557	0.731	28.374	4.148	32.184	1020.192	1534.929
2026-05-02 12:25:19.557	0.709	28.386	4.153	32.165	1020.192	1534.949
2026-05-02 12:25:20.557	0.737	28.431	4.162	32.207	1020.241	1535.101
2026-05-02 12:25:21.554	0.759	28.438	4.156	32.209	1020.232	1535.268
2026-05-02 12:25:22.555	0.764	28.409	4.15	32.21	1020.199	1535.163
2026-05-02 12:25:23.558	0.818	28.402	4.146	32.225	1020.213	1535.114
2026-05-02 12:25:24.554	0.797	28.425	4.156	32.217	1020.209	1535.225
2026-05-02 12:25:25.555	0.804	28.441	4.149	32.218	1020.206	1535.164
2026-05-02 12:25:26.554	0.797	28.454	4.153	32.235	1020.206	1535.231
2026-05-02 12:25:27.554	0.828	28.443	4.152	32.244	1020.265	1535.255
2026-05-02 12:25:28.557	0.826	28.462	4.161	32.25	1020.214	1535.41
2026-05-02 12:25:29.554	0.845	28.476	4.145	32.246	1020.222	1535.435
