timestamp,num_cells,num_beams,cell_size_m,blanking_distance_m,heading_deg,pitch_deg,roll_deg,temperature_c,salinity_psu,pressure_dbar,velocity_profile
2026-03-26 16:18:14.925,8,4,0.5,0.7,45.895,1.908,0.323,28.518,33.099,5.045,"0.858;0.097;-0.081;0.03;0.845;-0.031;0.018;0.047;0.802;-0.117;0.1;0.061;0.772;-0.229;0.174;0.049;0.68;-0.238;0.283;0.068;0.597;-0.274;0.259;0.052;0.527;-0.289;0.258;0.036;0.405;-0.255;0.278;0.037"
2026-03-26 16:18:15.924,8,4,0.5,0.7,46.043,1.971,0.296,28.521,33.099,5.052,"0.875;0.004;-0.038;0.031;0.849;-0.091;0.085;0.047;0.859;-0.18;0.185;0.05;0.76;-0.263;0.215;0.065;0.697;-0.312;0.259;0.041;0.62;-0.304;0.287;0.055;0.531;-0.291;0.291;0.035;0.415;-0.31;0.263;0.056"
2026-03-26 16:18:16.925,8,4,0.5,0.7,46.189,2.031,0.264,28.524,33.099,5.06,"0.928;-0.02;0.032;0.044;0.891;-0.166;0.119;0.058;0.839;-0.234;0.233;0.062;0.781;-0.269;0.272;0.043;0.712;-0.291;0.3;0.051;0.596;-0.308;0.303;0.063;0.539;-0.33;0.316;0.062;0.423;-0.322;0.287;0.057"
2026-03-26 16:18:17.924,8,4,0.5,0.7,46.334,2.089,0.229,28.527,33.098,5.067,"0.973;-0.114;0.104;0.057;0.915;-0.184;0.185;0.047;0.884;-0.277;0.299;0.064;0.797;-0.327;0.325;0.037;0.725;-0.338;0.365;0.049;0.617;-0.351;0.341;0.031;0.492;-0.364;0.361;0.044;0.364;-0.321;0.282;0.055"
2026-03-26 16:18:18.924,8,4,0.5,0.7,46.478,2.144,0.19,28.53,33.098,5.075,"0.997;-0.141;0.19;0.029;0.936;-0.254;0.235;0.064;0.862;-0.315;0.295;0.037;0.787;-0.363;0.339;0.033;0.7;-0.399;0.361;0.065;0.562;-0.379;0.401;0.04;0.499;-0.377;0.373;0.05;0.368;-0.314;0.323;0.051"
2026-03-26 16:18:19.924,8,4,0.5,0.7,46.62,2.196,0.148,28.533,33.098,5.082,"1.006;-0.217;0.225;0.031;0.984;-0.294;0.279;0.035;0.906;-0.332;0.332;0.06;0.776;-0.367;0.376;0.067;0.709;-0.424;0.379;0.059;0.549;-0.398;0.369;0.053;0.442;-0.369;0.358;0.03;0.338;-0.298;0.332;0.036"
2026-03-26 16:18:20.925,8,4,0.5,0.7,46.762,2.245,0.102,28.536,33.097,5.09,"1.041;-0.306;0.28;0.04;0.97;-0.33;0.358;0.038;0.886;-0.404;0.417;0.061;0.794;-0.441;0.445;0.048;0.666;-0.448;0.415;0.052;0.558;-0.4;0.398;0.059;0.447;-0.382;0.39;0.031;0.31;-0.3;0.324;0.036"
2026-03-26 16:18:21.924,8,4,0.5,0.7,46.901,2.29,0.053,28.539,33.097,5.097,"1.032;-0.35;0.351;0.058;0.941;-0.378;0.394;0.066;0.858;-0.422;0.427;0.031;0.768;-0.455;0.42;0.041;0.659;-0.453;0.436;0.03;0.509;-0.404;0.428;0.02;0.427;-0.37;0.346;0.046;0.269;-0.307;0.318;0.034"
2026-03-26 16:18:22.924,8,4,0.5,0.7,47.039,2.331,0.001,28.542,33.096,5.104,"1.058;-0.385;0.368;0.036;0.946;-0.432;0.43;0.064;0.851;-0.451;0.465;0.043;0.766;-0.497;0.475;0.029;0.61;-0.456;0.471;0.033;0.506;-0.407;0.416;0.04;0.389;-0.378;0.374;0.042;0.288;-0.326;0.341;-0.001"
2026-03-26 16:18:23.924,8,4,0.5,0.7,47.175,2.367,-0.054,28.545,33.096,5.112,"1.083;-0.453;0.416;0.056;0.961;-0.477;0.458;0.066;0.845;-0.501;0.5;0.043;0.697;-0.502;0.513;0.06;0.581;-0.451;0.487;0.023;0.488;-0.404;0.414;0.012;0.34;-0.359;0.343;0.019;0.223;-0.331;0.3;0.02"
