timestamp,num_cells,num_beams,cell_size_m,blanking_distance_m,heading_deg,pitch_deg,roll_deg,temperature_c,salinity_psu,pressure_dbar,velocity_profile
2026-03-26 15:46:12.048,8,4,0.5,0.7,45.895,1.908,0.323,28.518,33.099,5.045,"0.811;0.104;-0.111;0.029;0.867;-0.05;0.036;0.042;0.814;-0.115;0.134;0.049;0.771;-0.212;0.172;0.054;0.731;-0.267;0.258;0.042;0.651;-0.272;0.272;0.049;0.556;-0.315;0.28;0.044;0.456;-0.25;0.258;0.059"
2026-03-26 15:46:13.039,8,4,0.5,0.7,46.042,1.971,0.296,28.521,33.099,5.052,"0.899;0.003;-0.049;0.045;0.887;-0.081;0.112;0.047;0.816;-0.206;0.149;0.053;0.756;-0.256;0.222;0.034;0.717;-0.3;0.263;0.067;0.645;-0.283;0.306;0.043;0.536;-0.309;0.292;0.058;0.435;-0.304;0.269;0.037"
2026-03-26 15:46:14.041,8,4,0.5,0.7,46.189,2.031,0.264,28.524,33.099,5.06,"0.927;-0.026;0.008;0.031;0.926;-0.162;0.171;0.06;0.838;-0.231;0.23;0.029;0.776;-0.302;0.259;0.065;0.683;-0.301;0.297;0.047;0.636;-0.318;0.317;0.065;0.504;-0.308;0.343;0.034;0.434;-0.289;0.305;0.047"
2026-03-26 15:46:15.039,8,4,0.5,0.7,46.334,2.089,0.229,28.527,33.098,5.067,"0.958;-0.083;0.083;0.026;0.933;-0.204;0.177;0.05;0.895;-0.284;0.249;0.066;0.824;-0.348;0.3;0.057;0.676;-0.359;0.338;0.039;0.611;-0.344;0.342;0.057;0.505;-0.309;0.329;0.048;0.391;-0.31;0.278;0.055"
2026-03-26 15:46:16.042,8,4,0.5,0.7,46.478,2.144,0.19,28.53,33.098,5.075,"0.981;-0.167;0.189;0.06;0.939;-0.269;0.266;0.038;0.87;-0.326;0.305;0.03;0.817;-0.37;0.387;0.07;0.699;-0.356;0.346;0.029;0.607;-0.385;0.375;0.027;0.504;-0.323;0.375;0.054;0.367;-0.283;0.339;0.034"
2026-03-26 15:46:17.042,8,4,0.5,0.7,46.621,2.196,0.148,28.533,33.098,5.082,"1.03;-0.238;0.246;0.029;0.987;-0.284;0.307;0.041;0.864;-0.337;0.373;0.045;0.77;-0.393;0.364;0.03;0.675;-0.411;0.4;0.03;0.564;-0.386;0.412;0.047;0.452;-0.367;0.376;0.027;0.362;-0.317;0.292;0.028"
2026-03-26 15:46:18.051,8,4,0.5,0.7,46.761,2.245,0.102,28.536,33.097,5.09,"1.061;-0.27;0.304;0.029;0.963;-0.324;0.365;0.058;0.871;-0.402;0.375;0.059;0.763;-0.416;0.427;0.067;0.693;-0.45;0.425;0.055;0.562;-0.402;0.384;0.021;0.46;-0.347;0.35;0.036;0.349;-0.297;0.337;0.024"
2026-03-26 15:46:19.045,8,4,0.5,0.7,46.902,2.29,0.053,28.539,33.097,5.097,"1.032;-0.345;0.332;0.043;0.968;-0.394;0.368;0.068;0.853;-0.434;0.447;0.032;0.76;-0.426;0.467;0.046;0.617;-0.431;0.453;0.054;0.548;-0.4;0.427;0.018;0.383;-0.35;0.387;0.039;0.265;-0.317;0.295;0.041"
2026-03-26 15:46:20.039,8,4,0.5,0.7,47.039,2.331,0.001,28.542,33.096,5.104,"1.059;-0.397;0.407;0.044;0.947;-0.446;0.454;0.06;0.844;-0.48;0.473;0.047;0.718;-0.45;0.495;0.065;0.645;-0.425;0.466;0.024;0.526;-0.407;0.415;0.05;0.369;-0.396;0.36;0.038;0.289;-0.343;0.321;0.014"
2026-03-26 15:46:21.041,8,4,0.5,0.7,47.175,2.368,-0.054,28.545,33.096,5.112,"1.049;-0.436;0.441;0.06;0.959;-0.472;0.49;0.063;0.841;-0.501;0.5;0.043;0.695;-0.514;0.509;0.027;0.607;-0.449;0.478;0.026;0.451;-0.415;0.409;0.02;0.345;-0.356;0.384;0.011;0.23;-0.319;0.337;0.006"
2026-03-26 15:46:22.038,8,4,0.5,0.7,47.309,2.4,-0.112,28.548,33.095,5.119,"1.049;-0.501;0.455;0.035;0.953;-0.494;0.509;0.068;0.831;-0.491;0.52;0.041;0.687;-0.515;0.535;0.045;0.559;-0.452;0.464;0.036;0.445;-0.413;0.417;0.017;0.319;-0.356;0.344;0.011;0.206;-0.317;0.314;0.01"
2026-03-26 15:46:23.038,8,4,0.5,0.7,47.441,2.428,-0.172,28.551,33.094,5.126,"1.068;-0.507;0.515;0.04;0.956;-0.555;0.539;0.059;0.82;-0.547;0.544;0.057;0.675;-0.508;0.535;0.033;0.554;-0.461;0.499;0.019;0.405;-0.45;0.425;0.007;0.248;-0.342;0.358;-0.006;0.174;-0.292;0.324;0.007"
2026-03-26 15:46:24.042,8,4,0.5,0.7,47.571,2.452,-0.234,28.554,33.094,5.133,"1.011;-0.541;0.585;0.064;0.894;-0.568;0.543;0.04;0.75;-0.542;0.575;0.052;0.643;-0.543;0.498;0.035;0.503;-0.496;0.453;0.012;0.339;-0.423;0.399;0.007;0.23;-0.332;0.38;-0.004;0.139;-0.281;0.273;-0.017"
2026-03-26 15:46:25.041,8,4,0.5,0.7,47.699,2.471,-0.299,28.557,33.093,5.141,"1.008;-0.594;0.61;0.033;0.851;-0.589;0.581;0.024;0.757;-0.571;0.588;0.035;0.613;-0.563;0.522;0.024;0.463;-0.474;0.497;0.022;0.326;-0.417;0.427;-0.001;0.214;-0.347;0.371;-0.006;0.115;-0.286;0.303;-0.016"
